Tech ID,Title,Lic. Manager,NCS Author,Lead Inventor,Status,Disclosure Date,Upload to Tech Publisher,Inventor Assign Date,Lic. Manager Assign Date,Public Disclosure Date,Project,Created Date,Updated Date,Last Related Update,Archive Date,Division/Department,Owners,Account Numbers,Alternate Title,Categories,Comments,Distributed,Grants/Awards,Holdback,Interests,Invention ID,Inventors,IP Manager,NCS Date,NCS Status
18-T-036,Combination of Micheliolide Derivatives or Nanoparticles with Ionizing Radiation and Checkpoint Inhibitors for Cancer Therapy,"Tennant, Thelma",,Wenbin Lin,Seeking Licensees,4/5/2018,No,,,,,4/25/2018,11/10/2021,8/11/2022,,"Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)",,, ,Therapeutics,,0,CA198989,0,"Therapeutics - Immunotherapy, Therapeutics - Oncology, Therapeutics - Oncology Radiotherapy",18-D-037,"Christina Chan, Wenbo Han, Wenbin Lin","Hwang, Luke",,
18-T-039,Tranexamic acid and phosphorylated PEG for the prevention of surgical anastomotic leak,"Tennant, Thelma",,John Alverdy,Exclusively Licensed,3/21/2018,No,,3/21/2018,,,5/1/2018,11/1/2020,6/30/2022,,"Biological Sciences Division (BSD), Surgery",Rush University Medical Center,, ,Therapeutics,,0,GM062344,0,,18-D-029,"John Alverdy, Richard Jacobson, Olga Zaborina","Dembo, Anna",,
18-T-043,Multidrug targeting of the MAP kinase network to inhibit metastasis,"Tennant, Thelma","Lissoos, Jacob",Marsha Rosner,Seeking Licensees,4/17/2018,Yes,,,,,5/17/2018,2/17/2022,8/15/2022,,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Comprehensive Cancer Center",,,"A Low Dose, Multi-drug Cocktail for the Treatment of Metastatic and Resistant Breast Cancers",Therapeutics,,0,"GM087630, GM121735",0,"Therapeutics - Combination Therapy, Therapeutics - Oncology, Therapeutics - Oncology Solid Tumor",18-D-047,"Marsha Rosner, Ali Yesilkanal","Sun, Han",4/15/2019,
18-T-045,A Chimeric Antigen Receptor Targeting Multiple Cancer-specific Tn-glycopeptide Antigens and the Uses Thereof,"Tennant, Thelma","Lissoos, Jacob",Hans Schreiber,Seeking Licensees,3/29/2018,Yes,,,,,5/31/2018,7/7/2022,7/26/2022,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Pathology",,,CAR T-Cells That Recognize Cancer-specific Glycopeptides Across Multiple Cancer Types,Therapeutics,,0,"CA022677, R01 CA037156",0,"Therapeutics - Immunotherapy, Therapeutics - Oncology, Therapeutics - Oncology Solid Tumor",18-D-032,"Boris Engels, Yanran He, David Kranz, Hans Schreiber, Karin Schreiber, Preeti Sharma","Dembo, Anna",5/8/2019,
18-T-048,Synthetic polymeric mannosylations,"Tennant, Thelma",,Jeffrey Hubbell,Exclusively Licensed,2/22/2018,No,,2/22/2018,,,6/5/2018,7/29/2021,8/1/2022,,"Comprehensive Cancer Center, Pritzker School of Molecular Engineering (PME)",,,,Therapeutics,"10/27/2020 found disclosure in PRO record, added it to tech record
",0,,0,,18-D-019,"Kym Brunggel, Jeffrey Hubbell, Kristen Lorentz, D. Scott Wilson","Peace, Shane",,
17-T-142,CCR2 blockdade of STING-dependent MDSC mobilization drives tumor radiation sensitivity,"Tennant, Thelma",,Ralph Weichselbaum,Closed/Inactive,1/20/2017,No,,,,,7/3/2018,11/1/2020,3/30/2022,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiation and Cellular Oncology",,, ,Therapeutics,,0,,0,,17-D-141,"Yangxin Fu, Hua Laura Ling, Matthias Mack, Ralph Weichselbaum","Dembo, Anna",,
18-T-061,"Remodelins, a new class of compounds to prevent or treat cancer metastasis or glaucoma","Muite, Kevin","Hinton, Michael",Julian Solway,Seeking Licensees,5/7/2018,No,,5/7/2018,,,7/11/2018,11/10/2021,8/12/2022,,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Comprehensive Cancer Center, Hematology/Oncology, Medicine, Pulmonary/Critical Care",,,,Therapeutics,"See email correspondence on inventorship analysis under Remarks for 17-T-120, Related Technology to 18-T-061 
",0,"EY019696, HL107171, HL120839, HL123816",0,,18-D-040,"Stephen Byrn, Bohao Chen, Suzanne Conzen, Nickolai Dulin, Jeffrey Fredberg, Vadim Gurvich, Tong-Chuan He, Ramaswamy Krishnan, Tera Lavoie, Bharathi Laxman, Diane Luci, David Maloney, David McCormick, Gokhan Mutlu, Miguel Muzzio, Jayasri Nanduri, Chan Young Park, Nanduri Prabhakar, Marsha Rosner, Julian Solway, Jiaolong Wang, Stephen White","Hwang, Luke",,In Progress
18-T-073,Compositions and Methods for Inducing Immune Tolerance,"Tennant, Thelma",,Jeffrey Hubbell,Exclusively Licensed,6/13/2018,No,,8/16/2018,,,8/16/2018,7/29/2021,8/9/2022,,"Comprehensive Cancer Center, Pritzker School of Molecular Engineering (PME)",,,,Therapeutics,,0,,0,,18-D-073,"Jeffrey Hubbell, Stephan Kontos, Kristen Lorentz, D. Scott Wilson","Peace, Shane",,
18-T-078,Monocolonization with Anaerostipes and combinations thereof for treatment of food allergy,"Tennant, Thelma",,Cathryn Nagler,Exclusively Licensed,9/10/2018,No,,9/10/2018,,,9/11/2018,12/13/2021,8/11/2022,,"Biological Sciences Division (BSD), Pathology","ClostraBio, Inc., University of Chicago",,,Therapeutics,,0,,0,"Therapeutics - Allergy, Therapeutics - Gastrointestinal, Therapeutics - Microbiology/Virology, Therapeutics - Microbiome",18-D-090,"Dionysios Antonopoulos, Riyue Bao, John Colson, Lauren Hesser, Cathryn Nagler","Dembo, Anna",,
18-T-083,Novel method for attenuating live vaccine candidates for non-segmented negative-sense RNA viruses,"Tennant, Thelma","Hinton, Michael",Chuan He,Seeking Licensees,9/6/2018,No,,,,,9/19/2018,6/21/2022,8/1/2022,,"Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)","Nationwide Children's Hospital, Ohio State University, University of Chicago",,,Therapeutics,,0,"AI090060, AI112524",0,Therapeutics - Vaccines,18-D-089,"Chuan He, Jianrong Li, Mijia Lu, Stefan Niewiesk, Mark Peeples, Miaoge Xue, Zijie Zhang, Boxuan Zhao","Hwang, Luke",,In Progress
18-T-090,Inhibition of NMDI for reactivation and treatment of gammaherpesviruses,"Unassigned, Unassigned",,Michaela Gack,Closed/Inactive,6/30/2018,No,,,,,10/12/2018,5/25/2021,3/30/2022,,"Biological Sciences Division (BSD), Microbiology",,,,Therapeutics,,0,,0,,18-D-079,"Michaela Gack, Michiel van Gent","Unassigned, Unassigned",,
18-T-100,Acetazolamide for the treatment of glioblastoma,"Tennant, Thelma",,Bakhtiar Yamini,Closed/Inactive,9/24/2018,No,,,,,10/30/2018,11/1/2020,5/26/2022,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Surgery",,, ,Therapeutics,,0,CA136937,0,,18-D-097,Bakhtiar Yamini,"Dembo, Anna",,
18-T-108,APP-mediated signaling prevents memory decline in Alzheimer's disease,"Smith, Dane",,Angele Parent,Waived Rights to Inventor,5/28/2018,No,,,,,10/30/2018,11/10/2021,3/30/2022,,"Biological Sciences Division (BSD), Neurobiology, Pharmacological and Physiological Sciences",,,,Therapeutics,,0,NIRG-15-342442,0,,18-D-058,"Carole Deyts, Angele Parent, Gopal Thinakaran","Peace, Shane",,
18-T-109,Combining ablative radiotherapy with all trans retinoic acid for cancer therapy,"Tennant, Thelma",,Ralph Weichselbaum,Closed/Inactive,5/7/2018,No,,,,,10/30/2018,11/1/2020,3/30/2022,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Hematology/Oncology, Medicine, Radiation and Cellular Oncology",,, ,Therapeutics,,0,,0,,18-D-049,"Yuzhu Hou, Hua Liang, Enyu Rao, Everett Vokes, Ralph Weichselbaum","Dembo, Anna",,
18-T-110,Use of Salvainolic Acid B or its derivatives for treating Heart Failure with preserved Ejection Fraction,"Tennant, Thelma",,Yingming Zhao,Waived Rights to Inventor,6/11/2018,No,,,,,10/30/2018,10/5/2020,3/30/2022,,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Comprehensive Cancer Center",,, ,Therapeutics,,0,,0,,18-D-066,"Jianfeng Du, David Zhang, Yingming Zhao","Sun, Han",,
18-T-111,Use of Rosmarinic Acid or its derivatives for treating Heart Failure with preserved Ejection Fraction,"Tennant, Thelma",,Yingming Zhao,Waived Rights to Inventor,6/11/2018,No,,,,,10/30/2018,10/5/2020,3/30/2022,,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Comprehensive Cancer Center",,, ,Therapeutics,,0,,0,,18-D-065,"Jianfeng Du, David Zhang, Yingming Zhao","Sun, Han",,
18-T-114,Non-canonical NF-?B antagonizes STING mediated DNA sensing in radiotherapy,"Tennant, Thelma",,Ralph Weichselbaum,Closed/Inactive,1/24/2018,No,,,,,10/30/2018,11/1/2020,3/30/2022,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Pathology, Radiation and Cellular Oncology",,, ,Therapeutics,,0,,0,,18-D-013,"Yang-Xin Fu, Ralph Weichselbaum","Dembo, Anna",,
18-T-125,Phosphate-loaded nanoparticles for the prevention and treatment of post-surgical sepsis and anastomotic leaks.,"Tennant, Thelma",,John Alverdy,Closed/Inactive,2/20/2017,No,,,,,10/30/2018,11/1/2020,5/26/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Surgery",,, ,Therapeutics,,0,,0,,17-D-022,"John Alverdy, Georgia Papavasiliou, Fouad Teymour, Olga Zaborina","Dembo, Anna",,
18-T-154,BRWD1 as potential therapeutic target,"Butler, Brittany",,Marcus Clark,Closed/Inactive,10/10/2017,No,,,,,10/31/2018,11/1/2020,6/3/2022,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Medicine, Rheumatology",,, ,Therapeutics,,0,,0,,17-D-109,"Marcus Clark, Malay Mandal","Cox, Ben",,
18-T-188,Novel host proteins inhibiting HIV infection in cells,"Tennant, Thelma",,Chuan He,Closed/Inactive,12/2/2015,No,,,,,10/31/2018,6/21/2022,8/3/2022,###############################################################################################################################################################################################################################################################,"Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)",,,,Therapeutics,,0,,0,,15-D-139,"Chuan He, Nagaraja Tirumuru, Li Wu, Boxuan Zhao","Hwang, Luke",,
18-T-191,Discovery that Non Canonical NFKB2 Promotes Radio Resistance and a Novel Target for Radiosensitiztion,"Tennant, Thelma",,Ralph Weichselbaum,Closed/Inactive,7/25/2018,No,,,,,10/31/2018,11/1/2020,3/30/2022,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiation and Cellular Oncology",,, ,Therapeutics,,0,,0,,18-D-075,"Yuzhu Hou, Ralph Weichselbaum","Dembo, Anna",,
18-T-192,Live-attenuated Plague Vaccine Eliciting High Titer LcrV Antibodies,"Butler, Brittany",,Olaf Schneewind,Closed/Inactive,8/9/2017,No,,,,,10/31/2018,10/5/2020,3/30/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Microbiology",,, ,Therapeutics,,0,,0,,17-D-091,"Patrick Osei-Owusu, Olaf Schneewind","Bakalyar, Heather",,
18-T-193,Use of small molecule inhibitors of nicotinamide N-methyltransferase to target the epigenetic status of the tumor stroma,"Tennant, Thelma",,Ernst Lengyel,Closed/Inactive,4/30/2018,No,,,,,10/31/2018,11/1/2020,3/30/2022,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Obstetrics and Gynecology",,, ,Therapeutics,,0,CA211916,0,,18-D-048,"Mark Eckert, Ernst Lengyel","Dembo, Anna",,
18-T-204,Methods and compositions related to mineralocorticoid receptor and breast cancer,"Tennant, Thelma",,Hari Singhal,Closed/Inactive,12/12/2017,No,,,,,10/31/2018,10/5/2020,3/30/2022,,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Comprehensive Cancer Center",,, ,Therapeutics,,0,,0,,17-D-140,"Geoffrey Greene, Muriel Laine', Hari Singhal","Sun, Han",,
18-T-209,Protein nanovaccine confers robust immunity against Toxoplasma,"Tennant, Thelma",,Rima McLeod,Closed/Inactive,10/13/2017,No,,,,,10/31/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Opthalmology and Visual Science",,, ,Therapeutics,,0,,0,,17-D-112,Rima McLeod,"Dembo, Anna",,
18-T-223,FGF2 for the treatment of lung injury and pulmonary fibrosis,"Butler, Brittany",,Robert Guzy,Closed/Inactive,3/30/2017,No,,,,,10/31/2018,10/5/2020,3/30/2022,,Biological Sciences Division (BSD),,, ,Therapeutics,,0,,0,,17-D-036,Robert Guzy,"Butler, Brittany",,
18-T-224,"Honokiol, an activator of SIRT3 preservers mitochondrial function and protects the heart from doxorubicin-induced toxicity in mice.","Unassigned, Unassigned",,Mahesh Gupta,Closed/Inactive,2/13/2017,No,,,,,10/31/2018,11/17/2020,3/30/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Surgery",,, ,Therapeutics,,0,,0,,17-D-018,Mahesh Gupta,"Unassigned, Unassigned",,
18-T-233,Targeting App C-terminal fragment at the membrane as a disease modifier,"Smith, Dane",,Angele Parent,Closed/Inactive,7/5/2016,No,,,,,10/31/2018,11/10/2021,3/30/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Neurobiology, Pharmacological and Physiological Sciences",,, ,Therapeutics,,0,,0,,16-D-091,"Carole Deyts, Angele Parent, Gopal Thinakaran, Kulandaivelu Vetrivel","Peace, Shane",,
18-T-250,EPHA2 as A Novel Therapeutic Target in Non-small Cell Lung Cancer and Malignant Pleura Mesothelioma,"Tennant, Thelma",,Ravi Salgia,Closed/Inactive,1/29/2016,No,,,,,10/31/2018,11/1/2020,1/27/2021,,"Biological Sciences Division (BSD), Medicine",,, ,Therapeutics,,0,,0,Therapeutics - Drug Target,16-D-019,"Ravi Salgia, Yi-Hung Tan","Dembo, Anna",,
18-T-251,The combination of pan PI3Kinase inhibitor BKM-120 and MET inhibitor Crizotinib is efficacious in Malignant Pleural Mesothelioma,"Tennant, Thelma",,Ravi Salgia,Closed/Inactive,1/5/2016,No,,,,,10/31/2018,11/1/2020,1/27/2021,,"Biological Sciences Division (BSD), Medicine",,, ,Therapeutics,,0,,0,"Therapeutics - Oncology Solid Tumor, Therapeutics - Pulmonary",16-D-002,"Rajani Kanteti, Ravi Salgia","Dembo, Anna",,
18-T-289,"Development of FLT3L-guided, miR150-based nanoparticles for targeted therapy","Tennant, Thelma",,JianJun Chen,Jointly Owned - Other Party Leads,11/5/2015,No,,,,,10/31/2018,12/15/2021,12/15/2021,,"Biological Sciences Division (BSD), Medicine",,,,Therapeutics,,0,,0,,14-D-072,"JianJun Chen, Seungpyo Hong, Xi Jiang, Zejuan Li, Yang Yang","Sun, Han",,
18-T-649,CD95 protein fragments for the treatment of cancer,"Tennant, Thelma",,Lev Becker,Exclusively Licensed,10/29/2018,No,,11/5/2018,11/12/2018,,11/5/2018,10/5/2020,8/9/2022,,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Comprehensive Cancer Center",,, ,Therapeutics,,0,,0,,18-D-105,"Lev Becker, Chang Cui","Sun, Han",,
18-T-654,1ACT administration for treatment of CACNA1A deficiency syndromes,"Butler, Brittany",,Christopher Gomez,Closed/Inactive,10/18/2018,No,,11/6/2018,,,11/6/2018,7/29/2021,7/29/2021,,"Biological Sciences Division (BSD), Neurology",,,,Therapeutics,,0,,0,,18-D-124,"Xiaofei Du, Christopher Gomez","Peace, Shane",,
18-T-658,Immune potentiator for increased safety and improved protection of vaccines by NF-kB modulation,"Tennant, Thelma","Lissoos, Jacob",Aaron Esser-Kahn,Seeking Licensees,11/5/2018,Yes,,,4/2/2017,,11/12/2018,2/18/2022,8/17/2022,,Pritzker School of Molecular Engineering (PME),,,NF-KB Inhibitors As Immune Potentiators For Increased Safety And Improved Protection Of Vaccines,Therapeutics,,0,"GM099594, 1321846, AI124286, AI112194",0,"Therapeutics - Immunology, Therapeutics - Immunotherapy, Therapeutics - Infectious Disease, Therapeutics - Inflammatory, Therapeutics - Small Molecules",18-D-107,"Aaron Esser-Kahn, Brittany Moser","Sun, Han",6/17/2020,
18-T-663,Pregnenolone-based Drink as a Pharmacological Treatment for Loneliness,"Smith, Dane",,Stephanie Cacioppo,Closed/Inactive,11/12/2018,No,11/12/2018,,,,11/13/2018,7/19/2021,3/30/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Psychiatry and Behavioral Neuroscience",,, ,Therapeutics,,0,,0,,18-D-109,Stephanie Cacioppo,"Ramirez, Mario Riojas",,
18-T-667,Delivery of therapeutic agents for treatment of Alzheimer disease,"Tennant, Thelma",,Xiaoyang Wu,Closed/Inactive,7/30/2018,No,,8/2/2018,,,11/16/2018,4/20/2021,6/28/2022,,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Comprehensive Cancer Center, Neurobiology, Pharmacological and Physiological Sciences",,,,Therapeutics,,0,,0,,18-D-076,"Sangram Sisodia, Xiaoyang Wu","Hwang, Luke",,
18-T-671,Optimization of Drug Candidates that Inhibit the D-loop Activity of RAD51,"Tennant, Thelma",,Philip Connell,Closed/Inactive,11/16/2018,No,,11/16/2018,,,11/18/2018,7/29/2021,6/10/2022,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Pathology",,,,Therapeutics,"the manuscript was published ChemMedChem. 2019 May 17;14(10):1031-1040. doi: 10.1002/cmdc.201900075. Epub 2019 Apr 17

Spoke with George Chellapa on 2/20/2020.  This case was never filed on, because the invention was covered in the 16-T-003 patent.  Therefore, inactivated this invention.  HAB",0,CA142642,0,,18-D-119,Philip Connell,"Peace, Shane",,
18-T-672,Vaccine against Acinetobacter baumannii infection,"Butler, Brittany",,Howard Shuman,Closed/Inactive,11/16/2018,No,,11/16/2018,,,11/18/2018,11/17/2020,11/17/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Microbiology",,, ,Therapeutics,,0,,0,,18-D-118,"Daniel Czyz, Michael Gebhardt, Howard Shuman","Dembo, Anna",,
18-T-677,Programmable RNA effector systems built from human proteins,"Tennant, Thelma",,Bryan Dickinson,Exclusively Licensed,11/17/2018,No,,11/19/2018,,,11/29/2018,2/28/2022,8/9/2022,,"Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)",University of Chicago,,,Therapeutics,,0,"GM119840, HG008935",0,Therapeutics - Gene Therapy,18-D-117,"Bryan Dickinson, Simone Rauch","Hwang, Luke",,
18-T-679,COMPOSITIONS COMPRISING SEL1-DERIVED PEPTIDES AND METHODS OF TREATMENT/PREVENTION OF EXCESS OXALATE LEVELS AND ASSOCIATED CONDITIONS/DISEASES THEREWITH,"Tennant, Thelma",,Hatim Hassan,Exclusively Licensed,10/19/2018,No,,10/19/2018,,,11/30/2018,11/1/2020,8/3/2022,,"Biological Sciences Division (BSD), Medicine",University of Chicago,, ,Therapeutics,,0,"DK042086, DK067245, DK101643",0,,18-D-116,"Donna Arvans, Hatim Hassan","Dembo, Anna",,
18-T-682,Developing therapeutic targets for preeclampsia,"Butler, Brittany",,Sarosh Rana,Closed/Inactive,8/23/2018,No,,,,,12/10/2018,10/5/2020,3/30/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Obstetrics and Gynecology",,, ,Therapeutics,,0,,0,,18-D-084,Sarosh Rana,"Butler, Brittany",,
10-T-055,Novel Use of S*BIO's JAK2 Drug as a Potential Target in Prostate Cancer,"Tennant, Thelma",,Walter Stadler,Post Election Hold,5/6/2010,No,,,,,12/10/2018,8/9/2022,8/9/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Hematology/Oncology, Medicine",,,,Therapeutics,,0,,0,Therapeutics - Oncology,10-D-055,"Yves Lussier, Walter Stadler","Sun, Han",,
13-T-172,Biodegradable Elastomer Testing in Animals,"Tennant, Thelma",,Seon-Kyu Lee,Awaiting Info from Inventors,10/9/2013,No,,,,,12/10/2018,7/19/2021,12/29/2021,,"Biological Sciences Division (BSD), Radiology",,, ,Therapeutics,,0,,0,,13-D-130,Seon-Kyu Lee,"Ramirez, Mario Riojas",,
16-T-153,Protective microbes isolated from Amish and Hutterite dust for the prevention of asthma,"Tennant, Thelma",,Carole Ober,Closed/Inactive,8/26/2016,No,,,,,12/10/2018,12/10/2020,3/30/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Human Genetics",,, ,Therapeutics,,0,,0,,16-D-106,Carole Ober,"Sun, Han",,
17-T-020,L3C for cost effective cancer therapeutics,"Tennant, Thelma",,Mark Ratain,Closed/Inactive,2/20/2017,No,,,,,12/10/2018,10/5/2020,6/28/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Medicine",,, ,Therapeutics,,0,,0,,17-D-020,Mark Ratain,"Sun, Han",,
17-T-037,Decrease ER mutant cancer proliferation with GR modulators,"Tennant, Thelma",,Suzanne Conzen,Closed/Inactive,4/5/2017,No,,,,,12/10/2018,1/25/2022,1/25/2022,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Hematology/Oncology, Medicine",,,,Therapeutics,,0,,0,"Therapeutics - Oncology Solid Tumor, Therapeutics - Small Molecules",17-D-037,Suzanne Conzen,"Dembo, Anna",,
17-T-149,Gut microbiota control anti-tumor efficacy of CD47 blockade by bacterial second messenger,"Tennant, Thelma",,Ralph Weichselbaum,Closed/Inactive,6/6/2017,No,,,,,12/10/2018,11/1/2020,3/30/2022,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiation and Cellular Oncology",,, ,Therapeutics,,0,,0,,17-D-064,Ralph Weichselbaum,"Dembo, Anna",,
17-T-086,Modulation of the histidine metabolic pathway for treatment of ADPKD,"Unassigned, Unassigned",,Arlene Chapman,Closed/Inactive,8/7/2017,No,,,,,12/10/2018,10/2/2020,3/30/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Medicine",,, ,Therapeutics,,0,,0,,17-D-086,Arlene Chapman,"Unassigned, Unassigned",,
17-T-152,A co-clinical combination trial of Pl3K-B selective inhibitor GSK263677I with pembrolizumab for metastatic castrate-resistant prostate cancer and metastatic endometrial cancer patients,"Tennant, Thelma",,Akash Patnaik,Closed/Inactive,8/14/2017,No,,,,,12/10/2018,12/10/2020,10/29/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Hematology/Oncology, Medicine",,, ,Therapeutics,,0,,0,,17-D-096,Akash Patnaik,"Sun, Han",,
17-T-155,Transretinoic Acid as a Radiosensitizer,"Tennant, Thelma",,Ralph Weichselbaum,Closed/Inactive,11/30/2017,No,,,,,12/10/2018,11/1/2020,3/30/2022,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiation and Cellular Oncology",,, ,Therapeutics,,0,,0,,17-D-134,Ralph Weichselbaum,"Dembo, Anna",,
18-T-687,Noble Gases for the Treatment of Depression,"Sun, Han",,Peter Nagele,Closed/Inactive,10/10/2018,No,,,,,12/10/2018,10/2/2020,3/30/2022,###############################################################################################################################################################################################################################################################,"Anesthesia and Critical Care, Biological Sciences Division (BSD)",,, ,Therapeutics,,0,,0,,18-D-101,Peter Nagele,"Sun, Han",,
89-T-035,The Basic of this is to Chemically Couple Monoclonal Anti-T Cell Reeceptor Complex Antibodies to two Small Polypeptides as Immunoadjuvants,"Tennant, Thelma",,Jeffrey Bluestone,Closed/Inactive,10/27/1989,No,,,,,12/10/2018,12/14/2021,12/14/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pathology",,, ,Therapeutics,,0,,0,Therapeutics,89-D-035,Jeffrey Bluestone,"Dembo, Anna",,
89-T-036,The Basis of this Invention is the use of Small Doses of Monoclonal Antibodies to Activate General Immune Responses,"Tennant, Thelma",,Jeffrey Bluestone,Closed/Inactive,10/27/1989,No,,,,,12/10/2018,12/14/2021,12/14/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pathology",,, ,Therapeutics,,0,,0,"Therapeutics - Antibody, Therapeutics - Oncology",89-D-036,"Jeffrey Bluestone, Joshua Ellenhorn, Raphael Hirsch","Dembo, Anna",,
94-T-042,Interferon-Gamma Blocks Protein Kinas C-Dependent Cell Growth,"Tennant, Thelma",,Wei Li,Closed/Inactive,6/30/1994,No,,,,,12/10/2018,12/14/2021,12/14/2021,###############################################################################################################################################################################################################################################################,,,, ,Therapeutics,,0,,0,Therapeutics - Oncology,94-D-042,Wei Li,"Dembo, Anna",,
98-T-038,"Membrane - Bound Anti - CD28, Anti - ______, Anti - CD _______ Regulate Immune Responses","Tennant, Thelma",,Jeffrey Bluestone,Closed/Inactive,9/1/1998,No,,,,,12/10/2018,12/14/2021,12/14/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pathology",,, ,Therapeutics,,0,,0,"Therapeutics - Antibody, Therapeutics - Biologics, Therapeutics - Immunology, Therapeutics - Oncology",98-D-038,"Jeffrey Bluestone, Mary Collins, Matt Griffin, David Kranz","Dembo, Anna",,
98-T-039,Bispecific MHC / Peptide  - CD28scFv to Enhance Antigen - Specific Immune Responses,"Tennant, Thelma",,Jeffrey Bluestone,Closed/Inactive,9/1/1998,No,,,,,12/10/2018,12/14/2021,12/14/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pathology",,, ,Therapeutics,,0,,0,"Therapeutics - Antibody, Therapeutics - Biologics",98-D-039,"Jeffrey Bluestone, Matt Griffin, Sean O'Herrin","Dembo, Anna",,
98-T-040,Bispecific MHC / Peptide - CTLA4 scFv to Suppress Antigen - Specific Immune Responses,"Tennant, Thelma",,Jeffrey Bluestone,Closed/Inactive,9/1/1998,No,,,,,12/10/2018,12/14/2021,12/14/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pathology",,, ,Therapeutics,,0,,0,"Therapeutics - Antibody, Therapeutics - Biologics",98-D-040,"Jeffrey Bluestone, Matt Griffin, David Kranz, Sean O'Herrin","Dembo, Anna",,
99-T-009,FC Reactor Non-binding Anti-CD3 MoAbs Deliver a Partial TCR Signal ___________,"Tennant, Thelma",,Jeffrey Bluestone,Closed/Inactive,2/23/1999,No,,,,,12/10/2018,12/14/2021,6/1/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Medicine, Pathology, Rheumatology",,, ,Therapeutics,,0,,0,Therapeutics - Biologics,99-D-009,"Jeffrey Bluestone, Marcus Clark, Michael Cole, Judith Smith, J. Yun Tso","Dembo, Anna",,
18-T-689,Anti-tumor Immunity Controlled through mRNA m6A and Ythdf1 in dendritic cells,"Tennant, Thelma",,Chuan He,Exclusively Licensed,12/10/2018,No,,12/11/2018,,,12/11/2018,6/21/2022,8/1/2022,###############################################################################################################################################################################################################################################################,"Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)",,,,Therapeutics,"The non-UC inventors assigned their rights to UC b/c they were postdocs here when the invention was made.  See emails in documents.

Ludwig Cancer Center on the Invention Disclosure is a GIFT (see http://news.uchicago.edu/story/university-chicago-share-540-million-gift-ludwig-cancer-research)",0,HG008935,0,Therapeutics - Immunotherapy,18-D-127,"Dali Han, Chuan He, Ralph Weichselbaum, Meng Xu","Hwang, Luke",,
18-T-690,Cabozantinib unlocks efficient in vivo targeted delivery of neutrophil-loaded nanoparticles into prostate tumors,"Tennant, Thelma",,Akash Patnaik,Closed/Inactive,12/17/2018,No,,12/18/2018,1/22/2019,,12/18/2018,1/28/2020,3/30/2022,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Hematology/Oncology, Medicine",,,,Therapeutics,,0,,0,,18-D-129,"Jeffrey Karp, Akash Patnaik","Sun, Han",,
