search URL:,https://patents.google.com/?assignee=University+of+Chicago&before=filing:20220517&after=filing:19700101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-8367253-B2,Lithium-ion batteries with intrinsic pulse overcharge protection ,U Chicago Argonne Llc,"Zonghai Chen, Khalil Amine",2006-02-02,2006-02-02,2013-02-05,2013-02-05,https://patents.google.com/patent/US8367253B2/en,https://patentimages.storage.googleapis.com/25/bf/b0/6634dbb5832879/US08367253-20130205-D00000.png
US-7507503-B2,Long life lithium batteries with stabilized electrodes ,U Chicago Argonne Llc,"Khalil Amine, Jun Liu, Donald R. Vissers, Wenquan Lu",2004-12-16,2005-12-08,2009-03-24,2009-03-24,https://patents.google.com/patent/US7507503B2/en,https://patentimages.storage.googleapis.com/48/aa/d6/170432f6eb33a7/US07507503-20090324-D00000.png
US-7416732-B2,"Papilloma virus-like particles, fusion proteins as well as processes for their production ",Loyola University Of Chicago,"Lutz Gissmann, Jian Zhou, Martin Muller, Jeanette Painstil",1994-10-07,2006-02-21,2008-08-26,2008-08-26,https://patents.google.com/patent/US7416732B2/en,
US-7418123-B2,Automated method and system for computerized image analysis for prognosis ,University Of Chicago,"Maryellen L. Giger, Ioana Bonta, Ruth Heimann, Robert M. Nishikawa, Carl J. Vyborny",2002-07-12,2003-07-14,2008-08-26,2008-08-26,https://patents.google.com/patent/US7418123B2/en,
US-7135508-B2,Coatings and films derived from clay/wax nanocomposites ,The University Of Chicago,"David J. Chaiko, Argentina A. Leyva",2002-02-20,2003-02-20,2006-11-14,2006-11-14,https://patents.google.com/patent/US7135508B2/en,
US-7123762-B2,Method and system for risk-modulated diagnosis of disease ,University Of Chicago,"Maryellen L. Giger, Zhimin Huo, Carl J. Vyborny",2002-02-08,2003-02-10,2006-10-17,2006-10-17,https://patents.google.com/patent/US7123762B2/en,
US-7298881-B2,"Method, system, and computer software product for feature-based correlation of lesions from multiple images ",University Of Chicago,"Maryellen L Giger, HuiHua Wen, Li Lan",2004-02-13,2005-02-14,2007-11-20,2007-11-20,https://patents.google.com/patent/US7298881B2/en,https://patentimages.storage.googleapis.com/9b/17/ac/7d434a382b28ad/US07298881-20071120-D00000.png
US-7135252-B2,Lithium metal oxide electrodes for lithium cells and batteries ,Uchicago Argonne Llc,"Michael M. Thackeray, Christopher S. Johnson, Khalil Amine, Jaekook Kim",2000-06-22,2003-10-17,2006-11-14,2006-11-14,https://patents.google.com/patent/US7135252B2/en,https://patentimages.storage.googleapis.com/a7/42/37/c28cba884569e7/US07135252-20061114-D00003.png
US-7968235-B2,Long life lithium batteries with stabilized electrodes ,Uchicago Argonne Llc,"Khalil Amine, Jaekook Kim, Donald R. Vissers",2003-07-17,2004-05-28,2011-06-28,2011-06-28,https://patents.google.com/patent/US7968235B2/en,https://patentimages.storage.googleapis.com/44/bc/14/317ebe84d39a76/US07968235-20110628-D00000.png
US-7635536-B2,Manganese oxide composite electrodes for lithium batteries ,"Uchicago Argonne, Llc","Christopher S. Johnson, Sun-Ho Kang, Michael M. Thackeray",2004-09-03,2005-08-16,2009-12-22,2009-12-22,https://patents.google.com/patent/US7635536B2/en,https://patentimages.storage.googleapis.com/US7635536B2/US07635536-20091222-D00000.png
US-7314682-B2,Lithium metal oxide electrodes for lithium batteries ,"Uchicago Argonne, Llc","Michael M. Thackeray, Jeom-Soo Kim, Christopher S. Johnson",2003-04-24,2004-04-15,2008-01-01,2008-01-01,https://patents.google.com/patent/US7314682B2/en,https://patentimages.storage.googleapis.com/US7314682B2/US07314682-20080101-D00000.png
US-9012096-B2,Long life lithium batteries with stabilized electrodes ,"Uchicago Argonne, Llc","Khalil Amine, Jun Liu, Donald R. Vissers, Wenquan Lu",2004-05-28,2006-01-24,2015-04-21,2015-04-21,https://patents.google.com/patent/US9012096B2/en,https://patentimages.storage.googleapis.com/51/ea/da/72da1b5fbc2a99/US09012096-20150421-D00000.png
US-7416258-B2,Methods of using a laser to spall and drill holes in rocks ,"Uchicago Argonne, Llc","Claude B. Reed, Zhiyue Xu, Richard A. Parker, Ramona M. Graves, Thomas W. Stone",2005-04-19,2006-04-14,2008-08-26,2008-08-26,https://patents.google.com/patent/US7416258B2/en,
US-7438755-B2,Chemically bonded phosphate ceramic sealant formulations for oil field applications ,"Uchicago Argonne, Llc","Arun S. Wagh, Seung-Young Jeong, Richard McDaniel",2004-09-03,2005-08-24,2008-10-21,2008-10-21,https://patents.google.com/patent/US7438755B2/en,https://patentimages.storage.googleapis.com/US7438755B2/US07438755-20081021-D00001.png
US-9184428-B2,Non-aqueous electrolytes for lithium ion batteries ,Uchicago Argonne Llc,"Zonghai Chen, Khalil Amine",2005-03-15,2006-03-10,2015-11-10,2015-11-10,https://patents.google.com/patent/US9184428B2/en,https://patentimages.storage.googleapis.com/44/e3/34/da3b0439eeb33f/US09184428-20151110-D00000.png
US-7104659-B2,Apparatus for using optical tweezers to manipulate materials ,University Of Chicago,"David G. Grier, Eric R. Dufresne, Jennifer E. Curtis, Brian A. Koss",2001-04-27,2004-12-10,2006-09-12,2006-09-12,https://patents.google.com/patent/US7104659B2/en,https://patentimages.storage.googleapis.com/d1/e3/af/fa5d9bb3dbea82/US07104659-20060912-D00001.png
US-8759086-B2,Methods for generating or increasing revenues from crops ,University Of Chicago,"Jennifer M. MACH, Gregory P. Copenhaver, Helge Zieler, Kevin Keith, Daphne Preuss, RongGuan Jin",1997-06-03,2007-02-02,2014-06-24,2014-06-24,https://patents.google.com/patent/US8759086B2/en,https://patentimages.storage.googleapis.com/83/0f/18/06ff3f66f769af/US08759086-20140624-D00001.png
US-7137574-B2,Apparatus and process for the lateral deflection and separation of flowing particles by a static array of optical tweezers ,University Of Chicago,"David G. Grier, Pamela T. Korda",2001-09-13,2004-06-28,2006-11-21,2006-11-21,https://patents.google.com/patent/US7137574B2/en,https://patentimages.storage.googleapis.com/US7137574B2/US07137574-20061121-D00000.png
US-7358009-B2,Layered electrodes for lithium cells and batteries ,"Uchicago Argonne, Llc","Christopher S. Johnson, Michael M. Thackeray, John T. Vaughey, Arthur J. Kahaian, Jeom-Soo Kim",2002-02-15,2003-02-12,2008-04-15,2008-04-15,https://patents.google.com/patent/US7358009B2/en,
US-7487834-B2,"Methods of using a laser to perforate composite structures of steel casing, cement and rocks ","Uchicago Argonne, Llc","Claude B. Reed, Zhiyue Xu",2005-04-19,2006-04-14,2009-02-10,2009-02-10,https://patents.google.com/patent/US7487834B2/en,https://patentimages.storage.googleapis.com/US7487834B2/US07487834-20090210-D00000.png
US-7754430-B2,Papilloma virus capsomere vaccine formulations and methods of use ,Loyola University Of Chicago,"Lutz Gissmann, Martin Muller",1997-10-06,2008-04-17,2010-07-13,2010-07-13,https://patents.google.com/patent/US7754430B2/en,
US-7157516-B2,Polyolefin nanocomposites ,"Uchicago Argonne, Llc",David J. Chaiko,2003-06-23,2004-06-23,2007-01-02,2007-01-02,https://patents.google.com/patent/US7157516B2/en,
US-7732096-B2,Lithium metal oxide electrodes for lithium batteries ,"Uchicago Argonne, Llc","Michael M. Thackeray, Christopher S. Johnson, Khalil Amine, Sun-Ho Kang",2003-04-24,2006-03-16,2010-06-08,2010-06-08,https://patents.google.com/patent/US7732096B2/en,https://patentimages.storage.googleapis.com/a4/4d/e3/48b6a917099bef/US07732096-20100608-D00000.png
US-7468223-B2,Lithium metal oxide electrodes for lithium cells and batteries ,"Uchicago Argonne, Llc","Michael M. Thackeray, Christopher S. Johnson, Khalil Amine",2000-06-22,2005-11-10,2008-12-23,2008-12-23,https://patents.google.com/patent/US7468223B2/en,https://patentimages.storage.googleapis.com/US7468223B2/US07468223-20081223-D00000.png
US-7118591-B2,Heat transfer probe ,The University Of Chicago,"Jeffrey I. Frank, Axel J. Rosengart, Ken Kasza, Wenhua Yu, Tai-Hsin Chien, Jeff Franklin",2003-04-17,2004-04-19,2006-10-10,2006-10-10,https://patents.google.com/patent/US7118591B2/en,
US-8265728-B2,Automated method and system for the evaluation of disease and registration accuracy in the subtraction of temporally sequential medical images ,University Of Chicago,"Heber MacMahon, Samuel G. Armato, III",2003-11-26,2003-11-26,2012-09-11,2012-09-11,https://patents.google.com/patent/US8265728B2/en,https://patentimages.storage.googleapis.com/0c/e1/c5/325bb046084379/US08265728-20120911-D00000.png
US-7227688-B2,Apparatus for applying optical gradient forces ,National Science Foundation,"David G. Grier, Eric R. Dufresne",1998-02-03,2003-09-22,2007-06-05,2007-06-05,https://patents.google.com/patent/US7227688B2/en,https://patentimages.storage.googleapis.com/US7227688B2/US07227688-20070605-D00000.png
US-7049031-B2,Protective coating on positive lithium-metal-oxide electrodes for lithium batteries ,The University Of Chicago,"Christopher S. Johnson, Michael M. Thackeray, Arthur J. Kahaian",2002-01-29,2003-01-28,2006-05-23,2006-05-23,https://patents.google.com/patent/US7049031B2/en,https://patentimages.storage.googleapis.com/US7049031B2/US07049031-20060523-D00000.png
US-7232989-B2,Transverse optical accelerator and generalized optical vortices ,University Of Chicago,"David G. Grier, Jennifer E. Curtis",2002-09-16,2006-09-18,2007-06-19,2007-06-19,https://patents.google.com/patent/US7232989B2/en,
US-7422601-B2,Method for inducing hypothermia ,University Of Chicago Office Of Technology Transfer,"Lance B. Becker, Terry Vanden Hoek, Kenneth E. Kasza",1999-08-02,2005-05-09,2008-09-09,2008-09-09,https://patents.google.com/patent/US7422601B2/en,https://patentimages.storage.googleapis.com/US7422601B2/US07422601-20080909-D00000.png
US-7432055-B2,Dual phase multiplex polymerase chain reaction ,Uchicago Argonne Llc,"Alexander Pemov, Sergei Bavykin",2004-03-05,2004-03-05,2008-10-07,2008-10-07,https://patents.google.com/patent/US7432055B2/en,https://patentimages.storage.googleapis.com/US7432055B2/US07432055-20081007-D00001.png
US-8829213-B2,Liver X receptor agonists ,The University Of Chicago,"Dacheng Peng, John Kokontis, Richard Hiipakka, Shutsung Liao",2009-07-29,2010-07-29,2014-09-09,2014-09-09,https://patents.google.com/patent/US8829213B2/en,
US-7220692-B2,Catalyst for selective NOx reduction using hydrocarbons ,"Uchicago Argonne, Llc","Christopher L. Marshall, Michael K. Neylon",2001-10-11,2003-03-07,2007-05-22,2007-05-22,https://patents.google.com/patent/US7220692B2/en,https://patentimages.storage.googleapis.com/US7220692B2/US07220692-20070522-D00001.png
US-7983732-B2,"Method, system, and computer software product for automated identification of temporal patterns with high initial enhancement in dynamic magnetic resonance breast imaging ",The University Of Chicago,"Weijie Chen, Maryellen L Giger, Gillian Newstead",2004-02-13,2005-02-14,2011-07-19,2011-07-19,https://patents.google.com/patent/US7983732B2/en,https://patentimages.storage.googleapis.com/45/02/c9/fe21936e4c3c2c/US07983732-20110719-D00000.png
US-9611510-B2,Composition and methods related to modification of 5-methylcytosine (5-mC) ,The University Of Chicago,"Chuan He, Liang Zhang, Chunxiao Song, Miao Yu",2011-04-06,2012-04-06,2017-04-04,2017-04-04,https://patents.google.com/patent/US9611510B2/en,https://patentimages.storage.googleapis.com/9b/54/e1/060fd7daaa7407/US09611510-20170404-D00000.png
US-10213416-B2,"Substituted benzoxazolone derivatives as acid ceramidase inhibitors, and their use as medicaments ","The Regents of the University of Chicago, Fondazione Istituto Italiano Di Technologia","Daniele Piomelli, Daniela Pizzirani, Anders Bach, Rita Scarpelli, Laurin MELZIG, Marco Mor",2014-05-12,2016-11-08,2019-02-26,2019-02-26,https://patents.google.com/patent/US10213416B2/en,https://patentimages.storage.googleapis.com/a0/16/b0/b7a80c8edb5b0c/US10213416-20190226-D00001.png
US-7114858-B2,"Laser based ignition system for natural gas reciprocating engines, laser based ignition system having capability to detect successful ignition event; and distributor system for use with high-powered pulsed lasers ",The University Of Chicago,"Sreenath Borra Gupta, Ramanujam Raj Sekar, Gregory E. Hillman",2003-09-23,2004-09-14,2006-10-03,2006-10-03,https://patents.google.com/patent/US7114858B2/en,https://patentimages.storage.googleapis.com/08/50/69/f3563376ac4380/US07114858-20061003-D00005.png
EP-2032709-B1,System for the production of methane from co2 ,The University of Chicago,Laurens Mets,2006-06-13,2007-06-13,2021-02-17,2021-02-17,https://patents.google.com/patent/EP2032709B1/en,https://patentimages.storage.googleapis.com/1d/66/26/526257ddd47c86/imgf0001.png
US-7087211-B2,Hydrogen production by high temperature water splitting using electron conducting membranes ,The University Of Chicago,"Uthamalingam Balachandran, Shuangyan Wang, Stephen E. Dorris, Tae H. Lee",2002-09-17,2003-09-24,2006-08-08,2006-08-08,https://patents.google.com/patent/US7087211B2/en,
US-2004151951-A1,Lithium based electrochemical cell systems ,The University Of Chicago,"Yoo-Eup Hyung, Donald Vissers, Khalil Amine",2002-12-17,2003-12-17,2004-08-05,,https://patents.google.com/patent/US20040151951A1/en,https://patentimages.storage.googleapis.com/91/e3/17/1b72d7d7dd94f7/US20040151951A1-20040805-D00000.png
DE-60316303-T2,"DEVICE AND METHOD FOR PRODUCING, SORTING AND INTEGRATING MATERIALS BY MEANS OF HOLOGRAPHIC OPTICAL CASE ","The University Of Chicago, Chicago","David D. New York GRIER, Eric R. Cambridge DUFRESNE",2002-08-01,2003-07-31,2008-06-12,2008-06-12,https://patents.google.com/patent/DE60316303T2/en,
US-2004191633-A1,Electrodes for lithium batteries ,The University Of Chicago,"Christopher Johnson, Michael Thackeray, Jeom-Soo Kim, Marc Anderson, Walter Zeltner",2003-02-26,2003-12-23,2004-09-30,,https://patents.google.com/patent/US20040191633A1/en,https://patentimages.storage.googleapis.com/1a/5c/a0/27135c85c1df68/US20040191633A1-20040930-D00000.png
US-8765692-B2,Modified-galactosyl ceramides for staining and stimulating natural killer T cells ,"The Scripps Research Institute, The University Of Chicago, Bringham Young University","Paul B. Savage, Luc Teyton, Albert Bendelac",2006-04-07,2012-06-22,2014-07-01,2014-07-01,https://patents.google.com/patent/US8765692B2/en,https://patentimages.storage.googleapis.com/c2/b8/1f/f603e4a3946017/US08765692-20140701-D00001.png
US-9469685-B2,Antibodies directed against influenza ,"Emory University, The University Of Chicago","Rafi Ahmed, Jens Wrammert, Patrick C. Wilson",2011-01-10,2012-01-10,2016-10-18,2016-10-18,https://patents.google.com/patent/US9469685B2/en,https://patentimages.storage.googleapis.com/3c/af/71/39a12be2e36068/US09469685-20161018-D00001.png
US-9295722-B2,Bacterial glycolipid activation of CD1d-restricted NKT cells ,"The Scripps Research Institute, The University Of Chicago, Brigham Young University","Paul B. Savage, Albert Bendelac, Luc Teyton",2005-01-28,2006-01-26,2016-03-29,2016-03-29,https://patents.google.com/patent/US9295722B2/en,https://patentimages.storage.googleapis.com/3b/5b/b6/e491402e2e882f/US09295722-20160329-D00001.png
AU-2007281934-B2,Compositions and methods related to Staphylococcal bacterium proteins ,University Of Chicago,"Monica Burts, Dominique Missiakas, Olaf Schneewind, Yukiko Stranger-Jones",2006-01-18,2007-01-18,2012-11-15,2012-11-15,https://patents.google.com/patent/AU2007281934B2/en,
US-2006286549-A1,Microfluidic system for identifying or sizing individual particles passing through a channel ,The Regents Of The University Of California,"Lydia Sohn, Andrea Carbonaro, Lucy Godley",2005-05-06,2006-05-05,2006-12-21,,https://patents.google.com/patent/US20060286549A1/en,https://patentimages.storage.googleapis.com/81/c6/4f/c23e0867fe8674/US20060286549A1-20061221-D00000.png
US-7892740-B2,Prognosis and therapy predictive markers and methods of use ,The University Of Chicago,"Ralph Weichselbaum, Bernard Roizman, Andy Minn, Nikolai Khodarev, Edwardine Labay",2006-01-19,2007-01-19,2011-02-22,2011-02-22,https://patents.google.com/patent/US7892740B2/en,https://patentimages.storage.googleapis.com/51/a4/a2/a28acc86eb4201/US07892740-20110222-D00001.png
US-10688096-B2,Methods for treatment of sleep-related breathing disorders ,"The University Of Chicago, The Johns Hopkins University","Solomon H. Snyder, Moataz M. Gadalla, Nanduri R. Prabhakar, Gregory Stein, Gary Pace",2010-04-13,2011-04-11,2020-06-23,2020-06-23,https://patents.google.com/patent/US10688096B2/en,https://patentimages.storage.googleapis.com/d2/78/60/b2338816092e5c/US10688096-20200623-D00000.png
US-7537894-B2,Methods and kits for monitoring Barrett's metaplasia ,The University Of Chicago,"Ralph Weichselbaum, Nikolai Khodarev, Eric Kimchi, Mitchell Posner",2005-03-02,2006-03-02,2009-05-26,2009-05-26,https://patents.google.com/patent/US7537894B2/en,https://patentimages.storage.googleapis.com/2f/1a/49/db3e5a2fb13a92/US07537894-20090526-D00001.png
US-2005274651-A1,Method and apparatus for separating mixed plastics using flotation techniques ,The University Of Chicago,"Edward Daniels, Bassam Jody, Joseph Pomykala",2004-06-14,2004-06-14,2005-12-15,,https://patents.google.com/patent/US20050274651A1/en,https://patentimages.storage.googleapis.com/0d/ba/07/5041a0ecb09852/US20050274651A1-20051215-D00000.png
