Primary Key,Tech ID,Internal ID,Patent Number,Serial Number,Docket No.,Application Type,Title,File Date,Priority Date,Expire Date,Issue Date,Nationalized Date,Publication Date,Status,Lead Inventor,Country,Lawfirm,Attorney,Legal Reference Number,Ext. Attorney Matter Number,Country WIPO ID,Date Actually Filed,Examiner,Inventors,IP Manager,Licensing Manager,CPA Reason For Stopping,CPA Renewal Type Codes,CPA Start Pay Date,CPA Stop Pay Date,CPI Case Types,CPI Start Pay Date,CPI Stop Pay Date,PCT Bar Date,PCT Filing Date,Priority Application Number,US Bar Date
615363,16-T-043,2552-001,,"62/306,418",2552-001,Provisional,VENTRICULAR FILLING PHASE SLOPE AS AN INDICATOR OF HIGH PULMONARY CAPILLARY WEDGE PRESSURE AND/OR CARDIAC INDEX,3/10/2016,3/10/2016,3/10/2017,,,,Expired - Inactive,Nir Uriel,*United States,"Bell & Manning, LLC","Bell, Callie",05400-0016,05400-0016,US,3/10/2016,,"Jonathan Grinstein, Nir Uriel","Ramirez, Mario Riojas","Smith, Dane",,,,,,,,,,"62/306,418",
615364,16-T-043,2552-002,,PCT/US17/21767,2552-002,PCT,VENTRICULAR FILLING PHASE SLOPE AS AN INDICATOR OF HIGH PULMONARY CAPILLARY WEDGE PRESSURE AND/OR CARDIAC INDEX,3/12/2017,3/11/2016,9/11/2018,,,9/14/2017,Expired - Inactive,Nir Uriel,*United States,"Bell & Manning, LLC","Porembski, Philip",05400-0016-02,05400-0016-02,US,3/11/2017,,"Jonathan Grinstein, Nir Uriel","Ramirez, Mario Riojas","Smith, Dane",,,,,,,,,,"62/306,418",
1691279,16-T-043,2552-003,"11,247,037","16/082,019",,Nationalized PCT,VENTRICULAR FILLING PHASE SLOPE AS AN INDICATOR OF HIGH PULMONARY CAPILLARY WEDGE PRESSURE AND/OR CARDIAC INDEX,3/12/2017,3/10/2016,3/12/2037,2/15/2022,,8/6/2020,Issued,Nir Uriel,*United States,"Bell & Manning, LLC","Porembski, Philip",05400-0016-03,05400-0016-03,US,9/4/2018,,"Jonathan Grinstein, Nir Uriel","Ramirez, Mario Riojas","Smith, Dane",,,9/19/2018,,,,,,,"62/306,418",
1698858,16-T-043,2552-004,,17764176.8EPO,,Nationalized PCT,VENTRICULAR FILLING PHASE SLOPE AS AN INDICATOR OF HIGH PULMONARY CAPILLARY WEDGE PRESSURE AND/OR CARDIAC INDEX,3/10/2017,3/10/2016,3/10/2037,,,,Abandoned,Nir Uriel,European Patent Office (EPO),"Bell & Manning, LLC","Porembski, Philip",,05400-0016-05,EP,9/5/2018,,"Jonathan Grinstein, Nir Uriel","Ramirez, Mario Riojas","Smith, Dane",,,,,,,,,,"62/306,418",
1883976,16-T-043,2552-005,,201780016167.9,,Nationalized PCT,VENTRICULAR FILLING PHASE SLOPE AS AN INDICATOR OF HIGH PULMONARY CAPILLARY WEDGE PRESSURE AND/OR CARDIAC INDEX,3/10/2017,3/11/2016,3/10/2037,,,11/9/2018,Abandoned,Nir Uriel,China,"Bell & Manning, LLC","Porembski, Philip",,05400-0016-04,CN,9/10/2018,,"Jonathan Grinstein, Nir Uriel","Ramirez, Mario Riojas","Smith, Dane",,,8/23/2019,,,,,,,"62/306,418",
613852,16-T-045,2554-001,,"62/301,187",2554-001,Provisional,Optimization based reconstruction with an image-total-variation constraint in PET,2/28/2016,2/28/2016,3/1/2017,,,,Expired - Inactive,Xiaochuan Pan,*United States,Law Offices of Douglas B. McKnight,"McKnight, Douglas",,2016P00246US,US,2/28/2016,,Xiaochuan Pan,"Cox, Ben","Smith, Dane",,,,,,,,,,"62/301,187",
613856,16-T-045,2554-002,,PCT/IB17/50776,2554-002,PCT,Optimization-based Reconstruction with an Image-Total-Variation Constraint in PET,2/14/2017,2/14/2017,8/14/2018,,,,Expired - Inactive,Xiaochuan Pan,International Bureau,Philips Medical Systems Nederland B.V.,,,2016P00246WO,IB,2/14/2017,,"Xiaochuan Pan, Zheng Zhang","Cox, Ben","Smith, Dane",,,,,,,,,,PCT/IB17/50776,
5749301,16-T-045,2554-003,,"16/070,791",,Nationalized PCT,Optimization-based Reconstruction with an Image-Total-Variation Constraint in PET,2/14/2017,2/14/2017,2/14/2037,,,,Pending,Xiaochuan Pan,*United States,Philips Medical Systems Nederland B.V.,,2016P00246WOUS,2016P00246WO,US,7/18/2018,,"Xiaochuan Pan, Zheng Zhang","Cox, Ben","Smith, Dane",,,,,,,,,,PCT/IB17/50776,
5749325,16-T-045,2554-004,,17707119.8,,Nationalized PCT,Optimization-based Reconstruction with an Image-Total-Variation Constraint in PET,2/14/2017,2/14/2017,2/14/2037,,,,Pending,Xiaochuan Pan,European Patent Office (EPO),Philips Medical Systems Nederland B.V.,,,2016P00246WO,EP,1/10/2018,,"Xiaochuan Pan, Zheng Zhang","Cox, Ben","Smith, Dane",,,,,,,,,,PCT/IB17/50776,
5749349,16-T-045,2554-005,,201780014044.1,,Nationalized PCT,Optimization-based Reconstruction with an Image-Total-Variation Constraint in PET,2/14/2017,2/14/2017,2/14/2037,,,,Pending,Xiaochuan Pan,China,Philips Medical Systems Nederland B.V.,,,2016P00246WO,CN,8/29/2018,,"Xiaochuan Pan, Zheng Zhang","Cox, Ben","Smith, Dane",,,,,,,,,,PCT/IB17/50776,
610303,16-T-046,2555-001,,"62/316,973",2555-001,Provisional,Alpha-Helical Peptide Nanofibers as a Self-Adjuvanting Vaccine Platform,4/1/2016,4/1/2016,,,,,Expired - Inactive,Joel Collier,*United States,Norton Rose Fulbright US LLP,,,ARCD.P0613US.P1,US,4/1/2016,,"Joel Collier, Yaoying Wu","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"62/316,973",
610304,16-T-046,2555-002,,PCT/US17/25596,2555-002,PCT,Alpha-Helical Peptide Nanofibers as a Self-Adjuvanting Vaccine Platform,3/31/2017,4/1/2016,9/30/2018,,,,Expired - Inactive,Joel Collier,*United States,Michael Best & Friedrich LLP,,,028193-9266-WO00,US,3/31/2017,,"Joel Collier, Vincent Conticello, Yaoying Wu","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"62/316,973",
4141055,16-T-046,2555-003,,"16/090,561",,Nationalized PCT,Alpha-Helical Peptide Nanofibers as a Self-Adjuvanting Vaccine Platform,3/31/2017,4/1/2016,3/31/2037,,,,Pending,Joel Collier,*United States,Michael Best & Friedrich LLP,,028193-9266-US02,028193-9266-US02,US,10/1/2018,,"Joel Collier, Vincent Conticello, Yaoying Wu","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"62/316,973",
614721,16-T-048,2556-001,"5,145,688",87090422,2556-001,Trademark,Successful Aging and Frailty Evaluation (S.A.F.E.) Clinic,4/13/2016,4/13/2016,,2/21/2017,,,Registered (TM),Megan Huisingh-Scheetz,*United States,Michael Best & Friedrich LLP,"Brown, Jeffrey",092234-9178-001,92234-9177 US 00,US,,,Megan Huisingh-Scheetz,"Smith, Dane","Smith, Dane",,,,,,,,,,87090422,
614396,16-T-049,2558-001, ,"15/047,468",2558-001,US Utility,"Resin Composition for Forming a Phase-Separated Structure, and Method of Producing Structure Containing Phase-Separated Structure",2/19/2016,2/19/2016,2/19/2036,,,,Pending,Paul Nealey,*United States,Tokyo Ohka Kogyo Co. LTD.,, ,SHIGA7.404AUS,US,2/19/2016, ,"Kawaue Akiya, Xuanxuan Chen, Takaya Maehashi, Tasuku Matsumiya, Ken Miyagi, Paul Nealey, Takehiro Seshimo, Hitoshi Yamano","Hwang, Luke","Juggernauth, Anne",,,,,,,,,,"15/047,468",
614397,16-T-049,2558-002,,"15/047,520",2558-002,US Utility,"Resin Composition for Forming a Phase-Separated Structure, and Method of Producing Structure Containing Phase-Separated Structure",2/19/2016,2/19/2016,2/19/2036,,,,Pending,Paul Nealey,*United States,Tokyo Ohka Kogyo Co. LTD.,,,SHIGA7.405AUS,US,2/19/2016,,"Kawaue Akiya, Xuanxuan Chen, Takaya Maehashi, Tasuku Matsumiya, Ken Miyagi, Paul Nealey, Takehiro Seshimo, Hitoshi Yamano","Hwang, Luke","Juggernauth, Anne",,,,,,,,,,"15/047,520",
614398,16-T-049,2558-003, ,"15/185,899",2558-003,US Utility,"Resin Composition for Forming a Phase-Separated Structure, and Method of Producing Structure Containing Phase-Separated Structure",6/17/2016,2/18/2016,6/17/2036,,,,Pending,Paul Nealey,*United States,Tokyo Ohka Kogyo Co. LTD.,, ,SHIGA7.421AUS,US,6/17/2016, ,"Kawaue Akiya, Xuanxuan Chen, Takaya Maehashi, Tasuku Matsumiya, Ken Miyagi, Paul Nealey, Takehiro Seshimo, Hitoshi Yamano","Hwang, Luke","Juggernauth, Anne",,,,,,,,,,"15/047,468",
614748,16-T-055,2565-001, ,"62/327,664",2565-001,Provisional,Synthesis of Meta-Substituted [18F]-3-Fluoro-4-Aminopyridines by Direct Radiofluorination of Pyridine N-Oxides,4/26/2016,4/26/2016,4/26/2017,,,,Expired - Inactive,Pedro Brugarolas,*United States,Norton Rose Fulbright US LLP,, ,ARCD.P0615US.P1,US,4/26/2016, ,Pedro Brugarolas,"Dembo, Anna","Tennant, Thelma",,,,,,,,,,"62/327,664",
614749,16-T-055,2565-002,"10,160,695","15/497,747",2565-002,US Utility,Synthesis of Meta-Substituted [18F]-3-Fluoro-4-Aminopyridines by Direct Radiofluorination of Pyridine N-Oxides,4/26/2017,4/26/2016,4/26/2036,12/25/2018,,,Issued,Pedro Brugarolas,*United States,Norton Rose Fulbright US LLP,"Shishima, Gina",1000341449,ARCD.P0615US,US,4/26/2017,ARCD.P0615US,Pedro Brugarolas,"Dembo, Anna","Tennant, Thelma",,,5/31/2017,,,,,,,"62/327,664",
612153,16-T-056,2568-001, ,"62/366,844",2568-001,Provisional,Mallet with Radiolucent Head,7/26/2016,7/26/2016,7/27/2017,,,,Expired - Inactive,Seon-Kyu Lee,*United States,Norton Rose Fulbright US LLP,"Shishima, Gina", ,ARCD.P0620US.P1,US,7/26/2016, ,"Victor Guarino, Seon-Kyu Lee","Ramirez, Mario Riojas","Tennant, Thelma",,,,,,,,,,"62/366,844",
612154,16-T-056,2568-002,"10,610,278","15/659,747",2568-002,US Utility,MALLET WITH RADIOLUCENT HEAD,7/26/2017,7/26/2016,2/10/2038,4/7/2020,,2/1/2018,Issued,Seon-Kyu Lee,*United States,Norton Rose Fulbright US LLP,,ARCD.P0620US,ARCD.P0620US,US,7/26/2017,1000338844,"Victor Guarino, Seon-Kyu Lee","Ramirez, Mario Riojas","Tennant, Thelma",,,8/11/2017,,,,,,,"62/366,844",
611010,16-T-057,2569-001,,"62/328,061",2569-001,Provisional,Compositions and Methods for the Prevention of Cisplatin-Induced Acute Kidney Injury,4/28/2016,4/28/2016,4/28/2017,,,,Expired - Inactive,F. Gary Toback,*United States,"Casimir Jones, S.C.","Staple, David",,UCHI-34856/US-1/PRO,US,4/27/2016,,"Peili Chen, Patrick Cunningham, F. Gary Toback","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"62/328,061",
611643,16-T-058,2570-001,,"62/350,111",2570-001,Provisional,Gene Therapy for Hepatospecific Peripheral Tissue Antigen Expression,6/14/2016,6/14/2016,6/16/2017,,,,Abandoned,Jeffrey Hubbell,*United States,Norton Rose Fulbright US LLP,"Shishima, Gina",,ARCD.P0617US.P1,US,6/14/2016,,"Martina Damo, Jeffrey Hubbell","Butler, Brittany","Tennant, Thelma",,,,,,,,,,"62/350,111",
612141,16-T-059,2571-001,,"62/329,133",2571-001,Provisional,LYMPHANGIOGENESIS FOR THERAPEUTIC IMMUNOMODULATION,4/28/2016,4/28/2016,4/28/2017,,,,Expired - Inactive,Melody Swartz,*United States,Norton Rose Fulbright US LLP,"Shishima, Gina",,ARCD.P0614US.P1,US,4/28/2016,,"Priscilla Briquez, Manuel Fankhauser, Sachiko Hirosue, Jeffrey Hubbell, Melody Swartz, Efthymia Vokali, Shann C.S. Yu","Peace, Shane","Tennant, Thelma",,,,,,,,,,"62/329,133",
612142,16-T-059,2571-002,,PCT/US17/30242,2571-002,PCT,LYMPHANGIOGENESIS FOR THERAPEUTIC IMMUNOMODULATION,4/29/2017,4/28/2016,10/29/2018,,,11/2/2017,Expired PCT - Nationalized,Melody Swartz,*United States,Norton Rose Fulbright US LLP,"Shishima, Gina",1000335289,ARCD.P0614WO,US,4/28/2017,,"Priscilla Briquez, Maria Broggi, Manuel Fankhauser, Sachiko Hirosue, Jeffrey Hubbell, Lambert Potin, Maria Sasso, Melody Swartz, Efthymia Vokali, Shann C.S. Yu","Peace, Shane","Tennant, Thelma",,,,,,,,,,"62/329,133",
1854915,16-T-059,2571-003,"10,980,877","16/096,990",,Nationalized PCT,LYMPHANGIOGENESIS FOR THERAPEUTIC IMMUNOMODULATION,4/27/2018,4/27/2017,4/28/2037,4/20/2021,,4/4/2019,Issued,Melody Swartz,*United States,Norton Rose Fulbright US LLP,"Shishima, Gina",ARCD.P0614US,ARCD.P0614US,US,10/26/2018,1001048454,"Priscilla Briquez, Maria Broggi, Manuel Fankhauser, Sachiko Hirosue, Jeffrey Hubbell, Lambert Potin, Maria Sasso, Melody Swartz, Efthymia Vokali, Shann C.S. Yu","Peace, Shane","Tennant, Thelma",,,,,,,,,,"62/329,133",
5515488,16-T-059,2571-004,,"17/301,099",,Nationalized PCT,LYMPHANGIOGENESIS FOR THERAPEUTIC IMMUNOMODULATION,4/27/2018,4/27/2017,4/27/2038,,10/27/2019,,Abandoned,Melody Swartz,*United States,Norton Rose Fulbright US LLP,"Shishima, Gina",ARCD.P0614US.C1,ARCD.P0614US,US,3/24/2021,1001048454,"Priscilla Briquez, Maria Broggi, Manuel Fankhauser, Sachiko Hirosue, Jeffrey Hubbell, Lambert Potin, Maria Sasso, Melody Swartz, Efthymia Vokali, Shann C.S. Yu","Peace, Shane","Tennant, Thelma",A - Abandoned,,3/30/2021,2/17/2022,,,,,,"62/329,133",
6370395,16-T-059,2571-005,,"17/453,736",,Continuation,LYMPHANGIOGENESIS FOR THERAPEUTIC IMMUNOMODULATION,4/27/2018,4/27/2017,4/27/2038,,,2/17/2022,Pending,Melody Swartz,*United States,Norton Rose Fulbright US LLP,"Shishima, Gina",ARCD.P0614US.C2,ARCD.P0614US,US,11/5/2021,1001048454,"Priscilla Briquez, Maria Broggi, Manuel Fankhauser, Sachiko Hirosue, Jeffrey Hubbell, Lambert Potin, Maria Sasso, Melody Swartz, Efthymia Vokali, Shann C.S. Yu","Peace, Shane","Tennant, Thelma",,,11/11/2021,,,,,,,"62/329,133",
614754,16-T-060,2573-001,,"62/329,497",2573-001,Provisional,Synthetic DNA Binding Domain Peptides and Uses Thereof,4/29/2016,4/29/2016,4/29/2017,,,,Expired - Inactive,Raymond Moellering,*United States,"Casimir Jones, S.C.","Staple, David",,UCHI-34867/US-1/PRO,US,4/29/2016,,"Raymond Moellering, Xianghang (Sean) Shangguan","Hwang, Luke","Tennant, Thelma",,,,,,,,,,"62/329,497",
614755,16-T-060,2573-002,,PCT/US17/30217,2573-002,PCT,Synthetic DNA Binding Domain Peptides and Uses Thereof,4/29/2017,4/29/2016,10/30/2018,,,11/2/2017,Expired PCT - Filed in US only,Raymond Moellering,*United States,"Casimir Jones, S.C.","Staple, David",,UCHI-34867WO-1/ORD,US,4/29/2017,,"Raymond Moellering, Xianghang (Sean) Shangguan","Hwang, Luke","Tennant, Thelma",,,,,,,,,,"62/329,497",
1891291,16-T-060,2573-003, ,"16/096,609", ,Nationalized PCT,Synthetic DNA Binding Domain Peptides and Uses Thereof,4/29/2017,4/29/2016,4/29/2037,,10/25/2018,5/9/2019,Pending,Raymond Moellering,*United States,"Leydig, Voit & Mayer, Ltd.","Spenner, Jonathan",746790,C6543.000.746790,US,10/25/2018, ,"Raymond Moellering, Xianghang (Sean) Shangguan","Hwang, Luke","Tennant, Thelma",,,12/13/2018,,,,,,,"62/329,497",
611531,16-T-062,2574-001,,"62/327,348",2574-001,Provisional,ENGINEERED T CELLS AND T CELL RECEPTORS AND METHODS OF TREATING CANCER,4/25/2016,4/25/2016,4/25/2017,,,,Abandoned,Peter Savage,*United States,"Marshall, Gerstein & Borun","Merkel, William",50757,27373-50757,US,4/25/2016,,"Victoria Lee, Daniel Leventhal, Sven Malchow, Peter Savage","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"62/327,348",
611530,16-T-062,2574-002,,"62/486,314",2574-002,Provisional,Engineered T Cell and T Cell Receptors and Methods of Treating Cancer,4/18/2017,4/18/2017,4/18/2018,,,,Abandoned,Peter Savage,*United States,"Marshall, Gerstein & Borun",,50757A,27373-50757A,US,4/17/2017,,"Victoria Lee, Daniel Leventhal, Sven Malchow, Peter Savage","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"62/486,314",
1366525,16-T-062,2574-003,,"62/658,970",2574-003,Provisional,Engineered T Cell and T Cell Receptors and Methods of Treating Cancer,4/17/2018,4/17/2018,4/17/2019,,,,Expired - Inactive,Peter Savage,*United States,"Marshall, Gerstein & Borun",,50757B,27373-50757B US,US,4/17/2018,,"Victoria Lee, Daniel Leventhal, Sven Malchow, Peter Savage","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"62/486,314",
1674663,16-T-062,2574-004,,"62/700,732",2574-004,Provisional,Engineered T Cell and T Cell Receptors and Methods of Treating Cancer,7/19/2018,7/19/2018,7/19/2019,,,,Expired - Inactive,Peter Savage,*United States,"Marshall, Gerstein & Borun","Merkel, William",27373/50757C US,27373/50757C US,US,7/19/2018,,"Victoria Lee, Daniel Leventhal, Sven Malchow, Peter Savage","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"62/486,314",
3868099,16-T-062,2574-005,,"62/876,625",2574-005,Provisional,Engineered T Cell and T Cell Receptors and Methods of Treating Cancer,7/20/2019,7/20/2019,7/20/2020,,,,Abandoned,Peter Savage,*United States,"Marshall, Gerstein & Borun","Merkel, William",27373/50757D,27373/50757C US,US,7/20/2019,,"Victoria Lee, Daniel Leventhal, Sven Malchow, Peter Savage","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"62/486,314",
614122,16-T-064,2577-001,,"62/328,397",2577-001,Provisional,POLYPHOSPHORUS COMPOUNDS AND HIGH MOLECULAR WEIGHT PEG FOR PREVENTING AND TREATING ANASTOMOTIC LEAKS,4/28/2016,4/28/2016,4/28/2017,,,,Released to Government,John Alverdy,*United States,"Marshall, Gerstein & Borun","Merkel, William",50753,27373/50753 US,US,4/28/2016,,John Alverdy,"Dembo, Anna","Tennant, Thelma",,,,,,,,,,"62/328,397",
612915,16-T-066,2581-001,,"62/351,023",2581-001,Provisional,METHODS AND COMPOSITIONS FOR TREATING BREAST CANCER,6/16/2016,6/16/2016,6/16/2017,,,,Expired - Inactive,Suzanne Conzen,*United States,Norton Rose Fulbright US LLP,"Shishima, Gina",,ARCD.P0619US.P1,US,6/16/2016,,Suzanne Conzen,"Dembo, Anna","Tennant, Thelma",,,,,,,,,,"62/351,023",
612913,16-T-066,2581-002,,"62/383,799",2581-002,Provisional,Methods and Compositions for Treating Breast and Prostrate Cancer,9/6/2016,9/6/2016,6/16/2017,,,,Expired - Inactive,Suzanne Conzen,*United States,Norton Rose Fulbright US LLP,"Shishima, Gina",,ARCD.P0619US.P2,US,9/6/2016,,"Suzanne Conzen, Russell Szmulewitz","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"62/351,023",
612912,16-T-066,2581-003,,PCT/IB17/53601,2581-003,PCT,Methods and Compositions for Treating Breast and Prostate Cancer,6/17/2017,6/16/2016,12/17/2018,,,12/21/2017,Expired PCT - Filed in US only,Suzanne Conzen,International Bureau,Norton Rose Fulbright US LLP,"Shishima, Gina",1000202387,ARCD.P0619WO,IB,6/16/2017,,"Suzanne Conzen, Russell Szmulewitz","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"62/351,023",
1838180,16-T-066,2581-004, ,"16/306,626", ,Nationalized PCT,Methods and Compositions for Treating Breast and Prostate Cancer,6/17/2017,6/16/2016,6/17/2037,,,5/9/2019,Abandoned,Suzanne Conzen,*United States,Norton Rose Fulbright US LLP,"Shishima, Gina",ARCD.P0619US,ARCD.P0619US,US,12/3/2018, ,"Suzanne Conzen, Russell Szmulewitz","Dembo, Anna","Tennant, Thelma",,,1/15/2019,,,,,,,"62/351,023",
613629,16-T-068,2583-001,,"62/339,594",2583-001,Provisional,"NANOPARTICLES FOR CHEMOTHERAPY, TARGETED THERAPY,
PHOTODYNAMIC THERAPY, IMMUNOTHERAPY, AND ANY COMBINATION
THEREOF",5/20/2016,5/21/2016,5/21/2017,,,,Expired - Inactive,Wenbin Lin,*United States,Jenkins Wilson Taylor & Hunt P.A.,"Taylor, Arles",00021,3072/8 PROV,US,5/20/2016,,"Christina Chan, Xiaopin Duan, Wenbo Han, Chunbai He, Wenbin Lin","Hwang, Luke","Tennant, Thelma",,,,,,,,,,"62/339,594",
613630,16-T-068,2583-002,,PCT/US17/33822,2583-002,PCT,"NANOPARTICLES FOR CHEMOTHERAPY, TARGETED THERAPY,
PHOTODYNAMIC THERAPY, IMMUNOTHERAPY, AND ANY COMBINATION
THEREOF",5/22/2017,5/21/2016,11/24/2018,,,11/23/2017,Expired PCT - Nationalized,Wenbin Lin,*United States,Jenkins Wilson Taylor & Hunt P.A.,"Taylor, Arles",00035,3072/8 PCT,US,5/22/2017,,"Christina Chan, Xiaopin Duan, Wenbo Han, Wenbin Lin","Hwang, Luke","Tennant, Thelma",,,,,,,,,,"62/339,594",
1900891,16-T-068,2583-003,"11,246,877","16/302,185",2583-003,Nationalized PCT,"NANOPARTICLES FOR CHEMOTHERAPY, TARGETED THERAPY,
PHOTODYNAMIC THERAPY, IMMUNOTHERAPY, AND ANY COMBINATION
THEREOF",5/23/2017,5/21/2016,5/23/2037,2/15/2022,,9/5/2019,Issued,Wenbin Lin,*United States,Jenkins Wilson Taylor & Hunt P.A.,"Taylor, Arles",3072/8 PCT/US,3072/8 PCT/US,US,11/16/2018,3072.00048,"Christina Chan, Xiaopin Duan, Wenbo Han, Wenbin Lin","Hwang, Luke","Tennant, Thelma",,,2/5/2019,,,,,,,"62/339,594",
1912249,16-T-068,2583-004, ,17800330.7EPO, ,Nationalized PCT,"NANOPARTICLES FOR CHEMOTHERAPY, TARGETED THERAPY,
PHOTODYNAMIC THERAPY, IMMUNOTHERAPY, AND ANY COMBINATION
THEREOF",5/23/2017,5/21/2016,5/23/2037,,,2/13/2019,Pending,Wenbin Lin,European Patent Office (EPO),Jenkins Wilson Taylor & Hunt P.A.,"Taylor, Arles",3072/8 PCT/EP,3072/8 PCT/EP,EP,11/5/2018,3072.00046,"Christina Chan, Xiaopin Duan, Wenbo Han, Wenbin Lin","Hwang, Luke","Tennant, Thelma",,,2/5/2019,,,,,,,"62/339,594",
1913369,16-T-068,2583-005,,2018561060,,Nationalized PCT,"NANOPARTICLES FOR CHEMOTHERAPY, TARGETED THERAPY,
PHOTODYNAMIC THERAPY, IMMUNOTHERAPY, AND ANY COMBINATION
THEREOF",5/23/2017,5/21/2016,5/23/2037,,,,Pending,Wenbin Lin,Japan,Jenkins Wilson Taylor & Hunt P.A.,"Taylor, Arles",3072/8 PCT/JP,3072/8 PCT/JP,JP,11/20/2018,3072.00047,"Christina Chan, Xiaopin Duan, Wenbo Han, Wenbin Lin","Hwang, Luke","Tennant, Thelma",,,2/5/2019,,,,,,,"62/339,594",
1913415,16-T-068,2583-006,,201780031000.X,,Nationalized PCT,"NANOPARTICLES FOR CHEMOTHERAPY, TARGETED THERAPY,
PHOTODYNAMIC THERAPY, IMMUNOTHERAPY, AND ANY COMBINATION
THEREOF",5/23/2017,5/21/2016,5/23/2037,,,2/5/2019,Pending,Wenbin Lin,China,Jenkins Wilson Taylor & Hunt P.A.,"Taylor, Arles",3072/8 PCT/CN,3072/8 PCT/CN,CN,11/19/2018,3072.00045,"Christina Chan, Xiaopin Duan, Wenbo Han, Wenbin Lin","Hwang, Luke","Tennant, Thelma",,,2/5/2019,,,,,,,"62/339,594",
6830473,16-T-068,2583-007,,2022032275,,Divisional,"NANOPARTICLES FOR CHEMOTHERAPY, TARGETED THERAPY,
PHOTODYNAMIC THERAPY, IMMUNOTHERAPY, AND ANY COMBINATION
THEREOF",5/23/2017,5/21/2016,5/23/2037,,,,Pending,Wenbin Lin,Japan,Jenkins Wilson Taylor & Hunt P.A.,"Taylor, Arles",3072/8/2 PCT/JP DIV,3072/8 PCT/JP,JP,3/3/2022,3072.00047,"Christina Chan, Xiaopin Duan, Wenbo Han, Wenbin Lin","Hwang, Luke","Tennant, Thelma",,,4/8/2022,,,,,,,,
611541,16-T-069,2584-001,,"62/346,174",2584-001,Provisional,EVOLUTION OF A PROXIMITY-DEPENDENT SPLIT RNA POLYMERASE AS A VERSATILE BIOSENSOR PLATFORM,6/6/2016,6/6/2016,6/6/2017,,,,Expired - Inactive,Bryan Dickinson,*United States,Norton Rose Fulbright US LLP,"Shishima, Gina",ARCD.P0618US.P1,ARCD.P0618US.P1,US,6/6/2016,,"Bryan Dickinson, Jinyue Pu, Julia Zinkus","Hwang, Luke","Tennant, Thelma",,,,,,,,,,"62/346,174",
614228,16-T-069,2584-002,,"62/424,875",2584-002,Provisional,PROXIMITY-DEPENDENT SPLIT RNA POLYMERASES AS A VERSATILE BIOSENSOR PLATFORM,11/21/2016,11/21/2016,6/7/2017,,,,Expired Prov - Filed PCT,Bryan Dickinson,*United States,Norton Rose Fulbright US LLP,"Shishima, Gina",ARCD.P0618US.P2,ARCD.P0618US.P2,US,11/21/2016,,"Bryan Dickinson, Jinyue Pu, Julia Zinkus","Hwang, Luke","Tennant, Thelma",,,,,,,,,,"62/424,875",
611542,16-T-069,2584-003,,PCT/IB17/53324,2584-003,PCT,EVOLUTION OF A PROXIMITY-DEPENDENT SPLIT RNA POLYMERASE AS A VERSATILE BIOSENSOR PLATFORM,6/7/2017,6/6/2016,12/7/2018,,,12/14/2017,Expired PCT - Nationalized,Bryan Dickinson,*United States,Norton Rose Fulbright US LLP,"Shishima, Gina",ARCD.P0618WO,ARCD.P0618WO,US,6/6/2017,1000344185,"Bryan Dickinson, Jinyue Pu, Julia Zinkus","Hwang, Luke","Tennant, Thelma",,,,,,,,,,"62/346,174",
1929884,16-T-069,2584-004,,"16/305,298",2584-004,Nationalized PCT,PROXIMITY-DEPENDENT SPLIT RNA POLYMERASE AS A VERSATILE BIOSENSOR PLATFORM,6/7/2017,6/6/2016,6/7/2037,,,10/22/2020,Pending,Bryan Dickinson,*United States,Norton Rose Fulbright US LLP,"Shishima, Gina",ARCD.P0618US,ARCD.P0618US,US,11/28/2018,1001046765,"Bryan Dickinson, Jinyue Pu, Julia Zinkus","Hwang, Luke","Tennant, Thelma",,,,,,,,,,"62/346,174",
610672,16-T-073,2588-001, ,"15/147,473",2588-001,US Utility,"BACKLIGHT UNIT INCLUDING ANISOTROPIC SEMICONDUCTOR NANOCRYSTAL PARTICLES, PRODUCTION METHOD THEREOF, AND ELECTRONIC DEVICE INCLUDING THE SAME",5/5/2016,5/5/2016,5/5/2036,,,,Pending,Dmitri Talapin,*United States,PanKorea Patent & Law Firm,, ,OPP20154453US,US,5/5/2016, ,Dmitri Talapin,"Hwang, Luke","Smith, Dane",,,,,,,,,,"15/147,473",
610673,16-T-073,2588-002, ,10-2017-0026672,2588-002,"Foreign, Non-PCT","BACKLIGHT UNIT INCLUDING ANISOTROPIC SEMICONDUCTOR NANOCRYSTAL PARTICLES, PRODUCTION METHOD THEREOF, AND ELECTRONIC DEVICE INCLUDING THE SAME",2/28/2017,5/5/2016,5/5/2037,,,,Pending,Dmitri Talapin,"Korea, Republic of",PanKorea Patent & Law Firm,, ,DPP20156114KR,KR,2/28/2017, ,"Patrick Cunningham, Eun Joo Jang, Hyun Kang, Dmitri Talapin","Hwang, Luke","Smith, Dane",,,,,,,,,,"15/147,473",
