,Tech_ID,Title,Serial_Number,Patent_Number,Country,Country_WIPO_ID,File_Date,Issue_Date,Publication_Number,Date_Actually_Filed,Internal_ID,Entity_Size,Priority_Date,Status_Date,Is_Priority,Last_Related_Update,Status,Lawfirm,Attorney,Legal_Reference_Number,Inventors,Application_Type,Created_Date,Docket_No,Expire_Date,IP_Manager,Lead_Inventor,Licensing_Manager,Primary_Key,Publication_Date,Technology_Key,Licensed
6040,94-T-056,Methods and Compositions for Targeting Selectins,"08/394,645",,*United States,US,2/22/1996,,,,0531-003,None,2/21/1995,,No,4/12/2018,Abandoned,Michael Best & Friedrich LLP,"Welch, Teresa",092234-9024,"Dennis Hallahan, Ralph Weichselbaum",Continuation,4/12/2018,0531-003,2/21/2015,"Unassigned, Unassigned",Dennis Hallahan,"Unassigned, Unassigned",612859,,581541,Yes
6041,94-T-056,Methods and Compositions for Targeting Selectins,"09/411,870",,*United States,US,10/4/1999,,,,0531-004,Small,2/21/1995,,No,4/12/2018,Abandoned,Michael Best & Friedrich LLP,"Welch, Teresa",092234-9024-002,"Dennis Hallahan, Ralph Weichselbaum",Continuation,4/12/2018,0531-004,2/21/2015,"Unassigned, Unassigned",Dennis Hallahan,"Unassigned, Unassigned",612860,,581541,Yes
6042,94-T-057,COMPOSITIONS AND METHODS INVOLVING METHYLADENOSINE PHOSPHORYLASE IN THE DIAGNOSIS AND TREATMENT OF PROLIFERATIVE DISORDERS,"11/087,072","7,192,711",*United States,US,3/22/2005,3/20/2007,US-2005-272069-A1,,0533-003,Small,7/2/1995,,No,4/12/2018,Expired - Inactive,Norton Rose Fulbright US LLP,"Wilson, Mark",,Olufunmilayo Olopade,Continuation,4/12/2018,0533-003,7/1/2016,"Sun, Han",Olufunmilayo Olopade,"Tennant, Thelma",611033,12/8/2005,581542,Yes
6043,94-T-057,Methylthioadenosine Phosphorylase Compositions and Methods of Use in the Diagnosis and Treatment of Proliferative Disorders,"08/674,311","6,870,037",*United States,US,7/1/1996,3/22/2005,,,0533-002,Small,7/2/1995,,No,4/12/2018,Expired - Inactive,Norton Rose Fulbright US LLP,"Wilson, Mark",,Olufunmilayo Olopade,Continuation in Part,4/12/2018,0533-002,7/1/2016,"Sun, Han",Olufunmilayo Olopade,"Tennant, Thelma",613376,,581542,Yes
6044,94-T-057,Methylthioadenosine Phosphorylase Compositions and Methods of Use in the Diagnosis and Treatment of Proliferative Disorders,"11/617,217",,*United States,US,12/28/2006,,US-2007-0161025-A1,,0533-004,Small,7/2/1995,,No,4/12/2018,Abandoned,Norton Rose Fulbright US LLP,"Wilson, Mark",,Olufunmilayo Olopade,Continuation,4/12/2018,0533-004,7/2/2016,"Sun, Han",Olufunmilayo Olopade,"Tennant, Thelma",613377,7/12/2007,581542,Yes
6045,94-T-057,Methythioadensine Phosphorylase,"60/000,831", ,*United States,US,7/2/1995,, ,7/2/1995,0533-001,Small,7/2/1995,,Yes,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Kitchell, Barbara", ,Olufunmilayo Olopade,Provisional,4/12/2018,0533-001,7/2/1996,"Sun, Han",Olufunmilayo Olopade,"Tennant, Thelma",613378,,581542,Yes
6046,94-T-058,FC Receptor Non-Binding Anti-CD3 Monoclonal Antibodies,"09/063,849",,*United States,US,4/21/1998,,,,0534-002,Small,4/21/1997,,No,5/7/2022,Abandoned,Norton Rose Fulbright US LLP,,,"Jeffrey Bluestone, Marcus Clark, Michael Cole, Judith Smith, J. Yun Tso",Continuation in Part,4/12/2018,0534-002,4/21/2017,"Dembo, Anna",Jeffrey Bluestone,"Tennant, Thelma",611573,,581543,Yes
6047,94-T-058,FC Receptor Non-Binding Anti-CD3 Monoclonal Antibodies,PCT/US98/08029, ,*United States,US,4/21/1998,,WO 98/47531,4/21/1998,0534-003,Small,4/21/1997,,No,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Wilson, Mark", ,"Jeffrey Bluestone, Marcus Clark, Michael Cole, Judith Smith, J. Yun Tso",PCT,4/12/2018,0534-003,10/21/1999,"Dembo, Anna",Jeffrey Bluestone,"Tennant, Thelma",611574,10/29/1998,581543,Yes
6048,94-T-058,Uses of Anti-CD3 MAb,"60/044,084", ,*United States,US,4/21/1997,, ,4/21/1997,0534-001,Small,4/21/1997,,Yes,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Wilson, Mark", ,"Jeffrey Bluestone, Marcus Clark, Michael Cole, Judith Smith, J. Yun Tso",Provisional,4/12/2018,0534-001,4/21/1998,"Dembo, Anna",Jeffrey Bluestone,"Tennant, Thelma",615331,,581543,Yes
6049,94-T-059,Dopamine D-2 Receptor Antagonist,"08/421,557", ,*United States,US,4/13/1995,, ,4/13/1995,0535-001,None,4/13/1995,,Yes,4/28/2022,Abandoned,,, ,"Malcolm Cooper, Malay Das, Jogeshwar Mukherjee, Nien-chu Yang",US Utility,4/12/2018,0535-001,4/13/2015,"Unassigned, Unassigned",Jogeshwar Mukherjee,"Unassigned, Unassigned",611488,,581544,Yes
6050,94-T-066,Automated Method and System for Computerized Detection of Masses and Parenchymal Distortions in Medical Images,"08/393,779","5,657,362",*United States,US,2/24/1995,8/12/1997, ,,0542-001,Small,2/24/1995,,Yes,2/17/2021,Expired - Inactive,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard", ,"Maryellen Giger, Ping Lu, Ming Zhang",US Utility,4/12/2018,0542-001,2/24/2015,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",610598,,581551,Yes
6051,94-T-066,Automated Method and System for Computerized Detection of Masses and Parenchymal Distortions in Medical Images,51701/96,"706,993",Australia,AU,2/23/1996,10/14/1999,,,0542-002,Small,2/24/1995,,No,4/12/2018,Abandoned,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard",,"Maryellen Giger, Ping Lu, Ming Zhang","Foreign, Non-PCT",4/12/2018,0542-002,2/23/2016,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",610599,,581551,Yes
6052,94-T-066,Automated Method and System for Computerized Detection of Masses and Parenchymal Distortions in Medical Images,"2,188,394","2,188,394",Canada,CA,2/23/1996,7/20/2010, ,,0542-003,Large,2/24/1995,,No,2/17/2021,Expired - Inactive,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard", ,"Maryellen Giger, Ping Lu, Ming Zhang","Foreign, Non-PCT",4/12/2018,0542-003,2/23/2016,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",610600,,581551,Yes
6053,94-T-066,Automated Method and System for Computerized Detection of Masses and Parenchymal Distortions in Medical Images,96908470.6EPO,0757544,European Patent Office (EPO),EP,2/23/1996,12/15/2010,0757544,,0542-004,Small,2/24/1995,,No,2/17/2021,Expired - Inactive,"Oblon, Spivak, McClelland, Maier & Neustadt","Schlier, Carl", ,"Maryellen Giger, Ping Lu, Ming Zhang",Nationalized PCT,4/12/2018,0542-004,2/23/2016,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",610601,8/29/1996,581551,Yes
6054,94-T-066,Automated Method and System for Computerized Detection of Masses and Parenchymal Distortions in Medical Images,8-525749,,Japan,JP,2/23/1996,,,,0542-005,Small,2/24/1995,,Yes,4/12/2018,Abandoned,"Oblon, Spivak, McClelland, Maier & Neustadt","Bottomley, Roy",,"Maryellen Giger, Ping Lu, Ming Zhang",Nationalized PCT,4/12/2018,0542-005,2/23/2016,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",610602,,581551,Yes
6055,94-T-066,Automated method and system for computerized detection of masses and parenchymal distortions in medical images,2003-059220,,Japan,JP,5/3/2003,,,,0542-007,Small,2/23/1996,,No,2/17/2021,Expired - Inactive,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard",,"Maryellen Giger, Ping Lu, Ming Zhang",Divisional,4/12/2018,0542-007,2/23/2016,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",610603,1/29/2004,581551,Yes
6056,94-T-066,Automated Method and System for Computerized Detection of Masses and Parenchymal Distortions in Medical Images,2006-244130, ,Japan,JP,9/8/2006,, ,,0542-008,None,2/23/1996,,No,2/17/2021,Abandoned,"Oblon, Spivak, McClelland, Maier & Neustadt","Bottomley, Roy", ,"Maryellen Giger, Ping Lu, Ming Zhang",Divisional,4/12/2018,0542-008,2/23/2016,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",610604,,581551,Yes
6057,94-T-066,Automated method and system for computerized detection of masses and parenchymal distortions in medical images,2007-168509,4634418,Japan,JP,6/27/2007,11/26/2010, ,,0542-009,Large,2/23/1996,,No,2/17/2021,Expired - Inactive,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard", ,"Maryellen Giger, Ping Lu, Ming Zhang",Divisional,4/12/2018,0542-009,2/23/2016,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",610605,,581551,Yes
6058,94-T-066,Automated Method and System for Computerized Detection of Masses and Parenchymal Distortions in Medical Images,96908470.6GB,0757544,United Kingdom,GB,2/23/1996,12/15/2010, ,,0542-010,Small,2/24/1995,,No,2/17/2021,Expired - Inactive,"Oblon, Spivak, McClelland, Maier & Neustadt","Schlier, Carl", ,"Maryellen Giger, Ping Lu, Ming Zhang",Validated EPO,4/12/2018,0542-010,2/23/2016,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",610606,,581551,Yes
6059,94-T-066,Automated Method and System for Computerized Detection of Masses and Parenchymal Distortions in Medical Images,96908470.6FR,0757544,France,FR,2/23/1996,, ,,0542-011,Small,2/24/1995,,No,2/17/2021,Expired - Inactive,"Oblon, Spivak, McClelland, Maier & Neustadt","Schlier, Carl", ,"Maryellen Giger, Ping Lu, Ming Zhang",Validated EPO,4/12/2018,0542-011,2/23/2016,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",610607,,581551,Yes
6060,94-T-066,Automated Method and System for Computerized Detection of Masses and Parenchymal Distortions in Medical Images,96908470.6DE,0757544,Germany,DE,2/23/1996,12/15/2010, ,,0542-012,Small,2/24/1995,,No,2/17/2021,Expired - Inactive,"Oblon, Spivak, McClelland, Maier & Neustadt","Schlier, Carl", ,"Maryellen Giger, Ping Lu, Ming Zhang",Validated EPO,4/12/2018,0542-012,2/23/2016,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",610608,,581551,Yes
6061,94-T-066,Computerized Detection of Masses and Parenchymal Distortions,PCT/US96/02065, ,*United States,US,2/23/1996,,WO96/25879,2/23/1996,0542-006,Small,2/24/1995,,No,4/28/2022,Expired - Inactive,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard", ,"Maryellen Giger, Ping Lu, Ming Zhang",PCT,4/12/2018,0542-006,8/24/1997,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",611260,8/29/1996,581551,Yes
6062,95-T-001,Liquid Chromatographic Extraction Medium,"08/051,608","5,346,618",*United States,US,4/9/1990,9/13/1994, ,4/23/1993,95-005-008,Small,4/9/1990,,No,4/28/2022,Expired - Inactive,Welsh & Katz,"Gamson, Edward", ,"Mark Dietz, Phil Horwitz",Continuation,4/12/2018,95-005-008,12/20/2011,"Hwang, Luke",Phil Horwitz,"Unassigned, Unassigned",612085,,581020,Yes
6063,95-T-001,Method for Liquid Chromatographic Extraction of Strontium Acid Solutions,"07/822,710", ,*United States,US,4/9/1990,, ,1/21/1992,95-005-007,Small,4/9/1990,,No,4/28/2022,Abandoned,Welsh & Katz,"Gamson, Edward", ,"Mark Dietz, Phil Horwitz",Divisional,4/12/2018,95-005-007,,"Hwang, Luke",Phil Horwitz,"Unassigned, Unassigned",612476,,581020,Yes
6064,95-T-001,Method for Liquid Chromatographic Extraction of Strontium from Acid Solutions,"07/507,419","5,110,474",*United States,US,4/9/1990,5/5/1992, ,4/9/1990,95-005-001,Small,4/9/1990,,Yes,4/28/2022,Expired - Inactive,Welsh & Katz,, ,"Mark Dietz, Phil Horwitz",US Utility,4/12/2018,95-005-001,4/9/2010,"Hwang, Luke",Phil Horwitz,"Unassigned, Unassigned",612477,,581020,Yes
6065,95-T-001,Method for Liquid Chromatographic Extraction of Strontium from Acid Solutions,91908830.2EPO,0525100,European Patent Office (EPO),EP,4/9/1991,3/19/1997,EPO 0525100 B1,4/9/1991,95-005-002,Small,4/9/1990,,No,4/28/2022,Expired - Inactive,Welsh & Katz,"Gamson, Edward", ,"Mark Dietz, Phil Horwitz",Nationalized PCT,4/12/2018,95-005-002,4/9/2011,"Hwang, Luke",Phil Horwitz,"Unassigned, Unassigned",612478,,581020,Yes
6066,95-T-001,Method for Liquid Chromatographic Extraction of Strontium from Acid Solutions,3-508601,2620447,Japan,JP,4/9/1991,6/1/1997, ,4/9/1991,95-005-003,Small,4/9/1990,,No,4/28/2022,Expired - Inactive,Welsh & Katz,"Gamson, Edward", ,"Mark Dietz, Phil Horwitz","Foreign, Non-PCT",4/12/2018,95-005-003,4/9/2011,"Hwang, Luke",Phil Horwitz,"Unassigned, Unassigned",612479,,581020,Yes
6067,95-T-001,Method for Liquid Chromatographic Extraction of Strontium from Acid Solutions,91908830.2DE,0525100,Germany,DE,4/9/1991,3/19/1997,EPO 0525100 B1,4/9/1991,95-005-004,Small,4/9/1990,,No,4/28/2022,Expired - Inactive,Welsh & Katz,"Gamson, Edward", ,"Mark Dietz, Phil Horwitz",Validated EPO,4/12/2018,95-005-004,4/9/2011,"Hwang, Luke",Phil Horwitz,"Unassigned, Unassigned",612480,,581020,Yes
6068,95-T-001,Method for Liquid Chromatographic Extraction of Strontium from Acid Solutions,91908830.2FR,0525100,France,FR,4/9/1991,3/19/1997,EPO 0525100 B1,4/9/1991,95-005-005,Small,4/9/1990,,No,4/28/2022,Expired - Inactive,Welsh & Katz,"Gamson, Edward", ,"Mark Dietz, Phil Horwitz",Validated EPO,4/12/2018,95-005-005,4/9/2011,"Hwang, Luke",Phil Horwitz,"Unassigned, Unassigned",612481,,581020,Yes
6069,95-T-001,Method for Liquid Chromatographic Extraction of Strontium from Acid Solutions,91908830.2GB,0525100,United Kingdom,GB,4/9/1991,3/19/1997,EPO 0525100 B1,4/9/1991,95-005-006,Small,4/9/1990,,No,4/28/2022,Expired - Inactive,Welsh & Katz,"Gamson, Edward", ,"Mark Dietz, Phil Horwitz",Validated EPO,4/12/2018,95-005-006,4/9/2011,"Hwang, Luke",Phil Horwitz,"Unassigned, Unassigned",612482,,581020,Yes
6070,95-T-012,Argument Structure Hierarchy System and Method for Facilitating Analysis and Decision-Making Processes (As Filed),"08/786,397","6,098,062",*United States,US,1/17/1997,8/1/2000, ,1/17/1997,95-149-001,None,1/17/1997,,Yes,4/28/2022,Abandoned,Brinks Gilson & Lione,"Rauch, John",00022,T. Janssen,US Utility,4/12/2018,95-149-001,1/17/2017,"Unassigned, Unassigned",T. Janssen,"Unassigned, Unassigned",610564,,581031,Yes
6071,95-T-017,Method for the Chromatographic Separation of Cations from Aqueous Samples,"08/467,402","5,651,883",*United States,US,6/6/1995,7/29/1997, ,,95-032-001,Small,6/6/1995,,Yes,9/16/2020,Expired - Inactive,Welsh & Katz,, ,"Renato Chiarizia, Mark Dietz, Phil Horwitz",US Utility,4/12/2018,95-032-001,6/6/2015,"Hwang, Luke",Phil Horwitz,"Unassigned, Unassigned",612499,,581552,Yes
6072,95-T-017,Method for the Chromatographic Separation of Cations from Aqueous Samples,PCT/US96/08355, ,*United States,US,6/3/1996,12/12/1996, ,6/3/1996,95-032-003,Small,6/6/1995,,No,4/28/2022,Expired - Inactive,Welsh & Katz,"Gamson, Edward", ,"Renato Chiarizia, Mark Dietz, Phil Horwitz",PCT,4/12/2018,95-032-003,12/6/1997,"Hwang, Luke",Phil Horwitz,"Unassigned, Unassigned",612500,,581552,Yes
6073,95-T-017,Method for the Chromatographic Separation of Cations from Aqueous Samples,"08/853,593","5,851,401",*United States,US,5/9/1997,12/22/1998, ,,95-032-007,Small,6/6/1995,,No,9/16/2020,Expired - Inactive,Welsh & Katz,"Gamson, Edward", ,"Renato Chiarizia, Mark Dietz, Phil Horwitz",Divisional,4/12/2018,95-032-007,6/6/2015,"Hwang, Luke",Phil Horwitz,"Unassigned, Unassigned",612501,,581552,Yes
6074,95-T-017,Method for the Chromatographic Separation of Cations from Aqueous Samples (DIPEX),96916966.3EPO,830190,European Patent Office (EPO),EP,6/3/1996,4/24/2002,WO9639238,,95-032-002,Small,6/6/1995,,No,9/16/2020,Expired - Inactive,Welsh & Katz,"Gamson, Edward", ,"Renato Chiarizia, Mark Dietz, Phil Horwitz",Nationalized PCT,4/12/2018,95-032-002,6/3/2016,"Hwang, Luke",Phil Horwitz,"Unassigned, Unassigned",612502,3/25/1998,581552,Yes
6075,95-T-017,Method for the Chromatographic Separation of Cations from Aqueous Samples (DIPEX),96916966.3GB,830190,United Kingdom,GB,6/3/1996,4/24/2002,WO9639238,,95-032-004,Small,6/6/1995,,No,9/16/2020,Expired - Inactive,Welsh & Katz,"Gamson, Edward", ,"Renato Chiarizia, Mark Dietz, Phil Horwitz",Validated EPO,4/12/2018,95-032-004,6/3/2016,"Hwang, Luke",Phil Horwitz,"Unassigned, Unassigned",612503,3/25/1998,581552,Yes
6076,95-T-017,Method for the Chromatographic Separation of Cations from Aqueous Samples (DIPEX),96916966.3FR,830190,France,FR,6/3/1996,4/24/2002,WO9639238,,95-032-005,Small,6/6/1995,,No,9/16/2020,Expired - Inactive,Welsh & Katz,"Gamson, Edward", ,"Renato Chiarizia, Mark Dietz, Phil Horwitz",Validated EPO,4/12/2018,95-032-005,6/3/2016,"Hwang, Luke",Phil Horwitz,"Unassigned, Unassigned",612504,3/25/1998,581552,Yes
6077,95-T-017,Method for the Chromatographic Separation of Cations from Aqueous Samples (DIPEX),96916966.3DE,830190,Germany,DE,6/3/1996,4/24/2002,WO9639238,,95-032-006,Small,6/6/1995,,No,9/16/2020,Expired - Inactive,Welsh & Katz,"Gamson, Edward", ,"Renato Chiarizia, Mark Dietz, Phil Horwitz",Validated EPO,4/12/2018,95-032-006,6/3/2016,"Hwang, Luke",Phil Horwitz,"Unassigned, Unassigned",612505,3/25/1998,581552,Yes
6078,95-T-018,Detection of Lesions in Medical Images,8-526892,,Japan,JP,3/4/1996,,,,0541-004,Small,3/3/1995,,No,4/12/2018,Abandoned,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard",,"Ulrich Bick, Maryellen Giger",Nationalized PCT,4/12/2018,0541-004,3/4/2016,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",611394,,581553,Yes
6079,95-T-018,Detection of Lesions in Medical Images,49932/96,705713,Australia,AU,4/3/1996,9/2/1999,,,0541-006,Small,3/3/1995,,No,4/12/2018,Abandoned,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard",,"Ulrich Bick, Maryellen Giger",Nationalized PCT,4/12/2018,0541-006,3/4/2016,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",611395,,581553,Yes
6080,95-T-018,Method and System for Detection of Lesions in Medical Images,"08/982,282","6,185,320",*United States,US,12/1/1997,2/6/2001, ,,0541-007,Small,3/3/1995,,No,2/17/2021,Expired - Inactive,"Oblon, Spivak, McClelland, Maier & Neustadt",, ,"Ulrich Bick, Maryellen Giger",Continuation,4/12/2018,0541-007,3/3/2015,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",612350,,581553,Yes
6081,95-T-018,Method and System for the Detection of Lesions in Medical Images,"08/398,307", ,*United States,US,3/3/1995,, ,,0541-001,Small,3/3/1995,,Yes,8/4/2020,Abandoned,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard", ,"Ulrich Bick, Maryellen Giger",US Utility,4/12/2018,0541-001,,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",612410,,581553,Yes
6082,95-T-018,Method and System for the Detection of Lesions in Medical Images,"2,214,101",,Canada,CA,3/4/1996,,,,0541-002,Small,3/3/1995,,No,4/12/2018,Abandoned,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard",,"Ulrich Bick, Maryellen Giger",Nationalized PCT,4/12/2018,0541-002,3/4/2016,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",612411,,581553,Yes
6083,95-T-018,Method and System for the Detection of Lesions in Medical Images,96906597.8EPO, ,European Patent Office (EPO),EP,3/4/1996,,EP 0 813 720 A1,,0541-003,Small,3/3/1995,,No,5/21/2018,Abandoned,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard", ,"Ulrich Bick, Maryellen Giger",Nationalized PCT,4/12/2018,0541-003,3/4/2016,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",612412,12/29/1997,581553,Yes
6084,95-T-018,Method and System for the Detection of Lesions in Medical Images,PCT/US96/02439, ,*United States,US,3/4/1996,,WO 96/27846 A1,3/4/1996,0541-005,Small,3/3/1995,,No,4/28/2022,Expired - Inactive,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard", ,"Ulrich Bick, Maryellen Giger",PCT,4/12/2018,0541-005,9/3/1997,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",612413,9/12/1996,581553,Yes
6085,95-T-019,XRCC3 is Required for an Assembly of RAD51-Complexes In Vivo,"09/404,053",,*United States,US,9/22/1999,,,,0543-002,Small,9/25/1998,,No,4/12/2018,Abandoned,Norton Rose Fulbright US LLP,"Highlander, Steve",,"Douglas Bishop, Ralph Weichselbaum",US Utility,4/12/2018,0543-002,9/25/2018,"Dembo, Anna",Ralph Weichselbaum,"Tennant, Thelma",615396,,581554,Yes
6086,95-T-019,XRCC3 is Required for Assembly of RAD51-Complexes in Vivo,"60/101,909", ,*United States,US,9/25/1998,, ,9/25/1998,0543-001,Small,9/25/1998,,Yes,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Highlander, Steve", ,"Michael Beckett, Douglas Bishop, Ralph Weichselbaum",Provisional,4/12/2018,0543-001,9/25/1999,"Dembo, Anna",Ralph Weichselbaum,"Tennant, Thelma",615397,,581554,Yes
6087,95-T-019,XRCC3 Is Required for Assembly of RAD51-Complexes In Vivo,"09/844,538",,*United States,US,4/26/2001,,US-2001-036929-A1,,0543-003,Small,9/25/1998,,No,4/12/2018,Abandoned,Norton Rose Fulbright US LLP,"Highlander, Steve",,"Douglas Bishop, Ralph Weichselbaum",Divisional,4/12/2018,0543-003,9/25/2018,"Dembo, Anna",Ralph Weichselbaum,"Tennant, Thelma",615398,11/1/2001,581554,Yes
6088,95-T-020,Isolation of APO(A),"60/006,395", ,*United States,US,11/9/1995,, ,11/9/1995,0544-001,None,11/9/1995,,Yes,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Highlander, Steve", ,"Celina Edelstein, Angelo Scanu",Provisional,4/12/2018,0544-001,11/9/1996,"Ginsburg, Eric",Angelo Scanu,"Muite, Kevin",612061,,581555,Yes
6089,95-T-020,Isolation of APO(A),"08/691,795",,*United States,US,8/2/1996,,,,0544-002,None,11/9/1995,,No,4/12/2018,Abandoned,Norton Rose Fulbright US LLP,"Highlander, Steve",,"Celina Edelstein, Angelo Scanu",US Utility,4/12/2018,0544-002,8/2/2016,"Ginsburg, Eric",Angelo Scanu,"Muite, Kevin",612062,,581555,Yes
6090,95-T-020,Isolation of APO(A),PCT/US96/18136, ,*United States,US,11/8/1996,5/15/1997, ,11/8/1996,0544-003,Large,11/9/1995,,No,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Highlander, Steve", ,"Celina Edelstein, Angelo Scanu",PCT,4/12/2018,0544-003,5/8/1999,"Ginsburg, Eric",Angelo Scanu,"Muite, Kevin",612063,,581555,Yes
6091,95-T-021,Superbinding Phenotypes,"60/148,102", ,*United States,US,5/30/1997,, ,5/30/1997,0544.1-001,None,5/30/1997,,Yes,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Highlander, Steve", ,"Celina Edelstein, Angelo Scanu",Provisional,4/12/2018,0544.1-001,5/30/1998,"Ginsburg, Eric",Angelo Scanu,"Muite, Kevin",614723,,581556,Yes
6092,95-T-022,Nonimaging Optical Illumination System,"08/054,816","5,586,013",*United States,US,4/28/1993,12/17/1996,,,0545-001,Small,7/19/1991,,Yes,4/12/2018,Expired - Inactive,Foley & Lardner,"Rechtin, Michael",,"Harald Ries, Roland Winston",Continuation in Part,4/12/2018,0545-001,12/17/2013,"Ginsburg, Eric",Roland Winston,"Juggernauth, Anne",613675,,581557,Yes
6093,95-T-022,Nonimaging Optical Illumination System,"08/745,239","5,816,693",*United States,US,11/8/1996,10/6/1998,,,0545-002,Small,4/28/1993,,No,4/12/2018,Expired - Inactive,Foley & Lardner,"Rechtin, Michael",,"Harald Ries, Roland Winston",Continuation,4/12/2018,0545-002,4/28/2013,"Ginsburg, Eric",Roland Winston,"Juggernauth, Anne",613676,,581557,Yes
6094,95-T-022,Nonimaging Optical Illumination System,"09/167,373","6,019,485",*United States,US,10/6/1998,2/1/2000,,,0545-003,Small,4/28/1993,2/1/2017,No,2/13/2019,Expired - Inactive,Foley & Lardner,"Rechtin, Michael",,"Harald Ries, Roland Winston",Continuation,4/12/2018,0545-003,2/1/2017,"Ginsburg, Eric",Roland Winston,"Juggernauth, Anne",613677,,581557,Yes
6095,95-T-022,Nonimaging Optical Illumination System,82105503,66449,"Taiwan, Province of China",TW,4/28/1994,6/1/1994,,,0545-004,Small,4/28/1993,,No,4/12/2018,Abandoned,Foley & Lardner,"Rechtin, Michael",,"Harald Ries, Roland Winston",Nationalized PCT,4/12/2018,0545-004,4/28/2014,"Ginsburg, Eric",Roland Winston,"Juggernauth, Anne",613678,,581557,Yes
6096,95-T-022,Nonimaging Optical Illumination System,"109,457","109,457",Israel,IL,4/28/1994,6/19/1997,,,0545-005,Small,4/28/1993,,No,4/10/2021,Abandoned,Foley & Lardner,"Rechtin, Michael",,"Harald Ries, Roland Winston",Nationalized PCT,4/12/2018,0545-005,4/28/2014,"Ginsburg, Eric",Roland Winston,"Juggernauth, Anne",613679,,581557,Yes
6097,95-T-022,Nonimaging Optical Illumination System,PCT/US94/04692, ,*United States,US,4/28/1994,, ,4/28/1994,0545-006,Small,4/28/1993,,No,4/28/2022,Expired - Inactive,Foley & Lardner,"Rechtin, Michael", ,"Harald Ries, Roland Winston",PCT,4/12/2018,0545-006,10/28/1995,"Ginsburg, Eric",Roland Winston,"Juggernauth, Anne",613680,,581557,Yes
6098,95-T-022,Nonimaging Optical Illumination System,67772/94,"696,712",Australia,AU,4/28/1994,1/7/1999,,,0545-007,Small,4/28/1993,,No,4/12/2018,Abandoned,Foley & Lardner,"Rechtin, Michael",,"Harald Ries, Roland Winston",Nationalized PCT,4/12/2018,0545-007,4/28/2014,"Ginsburg, Eric",Roland Winston,"Juggernauth, Anne",613681,,581557,Yes
6099,95-T-022,Nonimaging Optical Illumination System,"2,161,667",,Canada,CA,4/28/1994,,,,0545-008,Small,4/28/1993,,No,4/12/2018,Abandoned,Foley & Lardner,"Rechtin, Michael",,"Harald Ries, Roland Winston",Nationalized PCT,4/12/2018,0545-008,4/28/2014,"Ginsburg, Eric",Roland Winston,"Juggernauth, Anne",613682,,581557,Yes
6100,95-T-022,Nonimaging Optical Illumination System,94915932.1EPO,0699286,European Patent Office (EPO),EP,4/28/1994,7/24/2002, ,,0545-009,Small,4/28/1993,,No,5/21/2018,Expired - Inactive,Foley & Lardner,"Rechtin, Michael", ,"Harald Ries, Roland Winston",Nationalized PCT,4/12/2018,0545-009,4/28/2014,"Ginsburg, Eric",Roland Winston,"Juggernauth, Anne",613683,,581557,Yes
